Time col;Variable;pid0;pid0 revlevel;pid0 startseq;pid;pid revlevel;pid startseq;length;Max. deviation;Seq;a0;b0
Date;Cumulative.LOC.Churn;15;5;17;15;6;34;5;0,0002477393;728840,5-867929,8-868092,0-868104,5-868112,0;1,778321;-223274,1
Date;Cumulative.LOC.Churn;15;5;17;15;6;34;6;0,0002477393;728840,5-867929,8-868092,0-868104,5-868112,0-868112,0;1,778321;-223274,1
Date;Cumulative.LOC.Churn;15;5;17;15;6;39;4;0,0002013006;728840,5-867929,8-868092,0-868104,5;13113,46;-8048801870
Date;Cumulative.LOC.Churn;15;5;17;15;6;39;5;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0;13113,46;-8048801870
Date;Cumulative.LOC.Churn;15;5;17;15;6;39;6;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0-868112,0;13113,46;-8048801870
Date;Cumulative.LOC.Churn;15;5;17;15;6;45;4;0,0002013006;728840,5-867929,8-868092,0-868104,5;5,017458;-2443646
Date;Cumulative.LOC.Churn;15;5;17;15;6;45;5;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0;5,017458;-2443646
Date;Cumulative.LOC.Churn;15;5;17;15;6;45;6;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0-868112,0;5,017458;-2443646
Date;Cumulative.LOC.Churn;15;5;18;15;6;2;4;0,002771873;867929,8-868092,0-868104,5-868112,0;0,07491223;863703,2
Date;Cumulative.LOC.Churn;15;5;18;15;6;2;5;0,002771873;867929,8-868092,0-868104,5-868112,0-868112,0;0,07491223;863703,2
Date;Cumulative.LOC.Churn;15;5;18;15;6;3;4;0,0002190581;867929,8-868092,0-868104,5-868112,0;1,555635;776792
Date;Cumulative.LOC.Churn;15;5;18;15;6;3;5;0,0002190581;867929,8-868092,0-868104,5-868112,0-868112,0;1,555635;776792
Date;Cumulative.LOC.Churn;15;5;18;15;6;20;4;0,0009009388;867929,8-868092,0-868104,5-868112,0;0,01930718;859596,3
Date;Cumulative.LOC.Churn;15;5;18;15;6;20;5;0,0009009388;867929,8-868092,0-868104,5-868112,0-868112,0;0,01930718;859596,3
Date;Cumulative.LOC.Churn;15;5;18;15;6;21;4;0,00017871;867929,8-868092,0-868104,5-868112,0;0,2539636;756178,8
Date;Cumulative.LOC.Churn;15;5;18;15;6;21;5;0,00281989;867929,8-868092,0-868104,5-868112,0-868112,0;0,2539636;756178,8
Date;Cumulative.LOC.Churn;15;5;18;15;6;26;4;0,003168939;867929,8-868092,0-868104,5-868112,0;0,004982545;865670,9
Date;Cumulative.LOC.Churn;15;5;18;15;6;26;5;0,003168939;867929,8-868092,0-868104,5-868112,0-868112,0;0,004982545;865670,9
Date;Cumulative.LOC.Churn;15;5;18;15;6;27;4;0,0006225223;867929,8-868092,0-868104,5-868112,0;0,06578445;835964,6
Date;Cumulative.LOC.Churn;15;5;18;15;6;27;5;0,0006225223;867929,8-868092,0-868104,5-868112,0-868112,0;0,06578445;835964,6
Date;Cumulative.LOC.Churn;15;5;18;15;6;35;4;2,525685e-05;867929,8-868092,0-868104,5-868112,0;0,7765014;391457,2
Date;Cumulative.LOC.Churn;15;5;18;15;6;35;5;2,525685e-05;867929,8-868092,0-868104,5-868112,0-868112,0;0,7765014;391457,2
Date;Cumulative.LOC.Churn;15;5;18;15;6;36;4;4,140972e-05;867929,8-868092,0-868104,5-868112,0;15,82456;-8845558
Date;Cumulative.LOC.Churn;15;5;18;15;6;36;5;0,0002347544;867929,8-868092,0-868104,5-868112,0-868112,0;15,82456;-8845558
Date;Cumulative.LOC.Churn;15;5;18;15;6;38;4;0,0005463052;867929,8-868092,0-868104,5-868112,0;45,89123;-27301656
Date;Cumulative.LOC.Churn;15;5;18;15;6;38;5;0,0005463052;867929,8-868092,0-868104,5-868112,0-868112,0;45,89123;-27301656
Date;Cumulative.LOC.Churn;15;5;18;15;6;39;4;2,30385e-05;867929,8-868092,0-868104,5-868112,0;15,29708;-8521986
Date;Cumulative.LOC.Churn;15;5;18;15;6;39;5;2,30385e-05;867929,8-868092,0-868104,5-868112,0-868112,0;15,29708;-8521986
Date;Cumulative.LOC.Churn;15;5;18;15;6;50;4;0,0004106755;867929,8-868092,0-868104,5-868112,0;0,3519266;635654,4
Date;Cumulative.LOC.Churn;15;5;18;15;6;50;5;0,0004367194;867929,8-868092,0-868104,5-868112,0-868112,0;0,3519266;635654,4
