;pid;max.revlevel;dead.count;deads
2907;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3122;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3306;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3307;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3513;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3514;1895;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3641;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3642;1895;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3643;1895;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3740;1895;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3741;1895;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3797;1895;6;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
3848;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3849;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3850;1895;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4013;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4014;1895;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4015;1895;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4141;1895;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4142;1895;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4257;1895;6;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
4258;1895;6;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
5449;3187;6;7;3085|4007|12053|41745|155830|307140|325178
5704;3187;6;6;3085|4007|12053|155830|307140|325178
6889;3187;6;5;3085|4007|12053|307140|325178
7811;3187;6;7;3085|4007|12053|41745|155830|307140|325178
7812;3187;6;7;3085|4007|12053|41745|155830|307140|325178
64;3352;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
65;3352;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
158;3352;6;8;589515|4007|12053|12547|15700|155830|322065|360279
197;3352;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
198;3352;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
289;3352;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
444;3352;6;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
607;3352;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
608;3352;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
741;3352;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
833;3352;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
834;3352;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
936;3352;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1477;3352;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1532;3352;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1588;3352;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1589;3352;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1753;3352;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1754;3352;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1821;3352;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1822;3352;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1882;3352;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2053;3352;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2054;3352;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2233;3352;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2908;3352;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2909;3352;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3123;3352;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3124;3352;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3308;3352;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3309;3352;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3515;3352;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3851;3352;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4348;3352;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4349;3352;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4350;3352;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4442;3352;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4443;3352;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4519;3352;6;10;3085|11389|12053|12547|15700|41745|322065|307140|325178|360279
4592;3352;3;3;3085|4007|307140
4654;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4655;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4742;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4809;3352;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4946;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4947;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5115;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5811;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5812;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5904;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5975;3352;6;11;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178
6069;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6070;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6190;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6265;3352;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6266;3352;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6431;3352;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6538;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6539;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6726;3352;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7721;3352;6;10;3085|4007|11389|12547|15700|155830|322065|307140|325178|360279
7740;3352;6;8;3085|11389|12053|12547|15700|41745|325178|360279
12;3366;6;6;585077|587204|4614|41745|155830|317799
32;3366;6;6;585077|587204|4614|41745|155830|317799
42;3366;6;6;585077|587204|4614|41745|155830|317799
267;3366;3;6;589515|12053|41745|155830|307140|360279
290;3366;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
347;3366;5;17;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
526;3366;5;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
560;3366;5;14;586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
742;3366;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
937;3366;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1012;3366;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1154;3366;4;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1155;3366;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1174;3366;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1194;3366;4;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1195;3366;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1245;3366;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1262;3366;5;8;587204|3085|4007|4614|12053|41745|155830|317799
1285;3366;4;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1286;3366;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1318;3366;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1345;3366;6;7;587204|4614|12053|12547|41745|155830|317799
1360;3366;6;7;587204|3085|4614|12053|41745|155830|317799
1378;3366;6;7;587204|3085|4614|12053|41745|155830|317799
1395;3366;6;7;587204|3085|4614|12053|41745|155830|317799
1411;3366;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1431;3366;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1449;3366;6;7;587204|3085|4614|12053|41745|155830|317799
1450;3366;6;7;587204|3085|4614|12053|41745|155830|317799
1533;3366;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1823;3366;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2055;3366;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2234;3366;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2235;3366;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2365;3366;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2530;3366;6;13;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2619;3366;6;12;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178
2736;3366;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2737;3366;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2838;3366;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2910;3366;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3125;3366;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3310;3366;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3516;3366;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3517;3366;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3644;3366;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3645;3366;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3742;3366;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3852;3366;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3853;3366;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4016;3366;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4017;3366;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4143;3366;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4226;3366;6;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
4444;3366;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4520;3366;5;10;3085|11389|12053|12547|15700|41745|322065|307140|325178|360279
4743;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4810;3366;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4948;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5116;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5117;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5264;3366;5;5;3085|4007|4614|155830|317799
5273;3366;6;2;3085|155830
5279;3366;6;2;3085|155830
5285;3366;6;2;3085|155830
5290;3366;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5526;3366;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5615;3366;6;11;3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5715;3366;5;4;3085|4007|155830|325178
5737;3366;6;1;3085
5738;3366;6;1;3085
5743;3366;6;3;3085|155830|325178
5752;3366;6;3;3085|155830|325178
5759;3366;6;3;3085|155830|325178
5905;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5976;3366;5;11;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178
6191;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6432;3366;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6540;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6727;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6728;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6910;3366;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7105;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7106;3366;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7158;3366;6;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7223;3366;4;8;3085|4007|4614|12053|12547|41745|155830|317799
7224;3366;5;8;3085|4007|4614|12053|12547|41745|155830|317799
7252;3366;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7253;3366;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7337;3366;6;11;3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7418;3366;6;9;3085|11389|12053|41745|155830|322065|307140|325178|360279
7438;3366;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7439;3366;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7554;3366;6;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7681;3366;6;10;3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
7741;3366;5;8;3085|11389|12053|12547|15700|41745|325178|360279
7884;3366;5;5;3085|12053|15700|41745|360279
8033;3366;5;4;3085|12053|41745|360279
8042;3366;5;4;3085|12053|41745|360279
8075;3366;6;7;3085|4614|12053|12547|41745|155830|317799
8095;3366;6;4;3085|4614|155830|317799
8100;3366;6;3;3085|4614|155830
8105;3366;6;2;3085|4614
8106;3366;6;2;3085|4614
8112;3366;6;2;3085|4614
8117;3366;6;4;3085|12053|41745|360279
8121;3366;6;4;3085|12053|41745|360279
8123;3366;6;9;3085|11389|12053|41745|155830|322065|307140|325178|360279
66;3402;4;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
159;3402;3;8;589515|4007|12053|12547|15700|155830|322065|360279
291;3402;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
