;pid;max.revlevel;dead.count;deads
603;51;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1584;51;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1875;51;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2048;51;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2903;51;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3119;51;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3303;51;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
61;93;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
194;93;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
287;93;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
601;93;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
738;93;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
830;93;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
934;93;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1579;93;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1580;93;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1581;93;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1582;93;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1750;93;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1819;93;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1871;93;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1872;93;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1873;93;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2042;93;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2043;93;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2044;93;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2045;93;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2226;93;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2227;93;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2228;93;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2417;93;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2418;93;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2526;93;6;13;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2615;93;6;12;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178
2616;93;6;12;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178
2682;93;6;13;587571|588411|3085|4614|11389|12053|12547|41745|155830|322065|307140|325178|360279
2690;93;6;11;587571|588411|3085|11389|12053|12547|41745|155830|322065|307140|325178
2732;93;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2834;93;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2835;93;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2897;93;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2898;93;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2899;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2900;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3114;93;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3115;93;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3116;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3117;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3297;93;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3298;93;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3299;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3300;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3512;93;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3640;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3739;93;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3844;93;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3845;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3846;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4011;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4012;93;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4139;93;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4140;93;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4225;93;6;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
4255;93;6;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
4256;93;6;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
1151;155;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1191;155;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1226;155;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1282;155;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1409;155;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1429;155;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1577;155;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1870;155;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2040;155;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2894;155;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2895;155;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3112;155;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3294;155;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3295;155;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3841;155;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3842;155;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4008;155;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
62;232;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
195;232;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
442;232;6;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
489;232;6;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
604;232;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
831;232;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1475;232;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1585;232;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1751;232;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1876;232;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2049;232;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2421;232;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2904;232;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3120;232;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3304;232;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
419;433;6;1;589515
2;475;6;8;585077|587204|3085|4007|4614|41745|155830|317799
11;475;6;6;585077|587204|4614|41745|155830|317799
22;475;6;8;585077|587204|3085|4007|4614|41745|155830|317799
31;475;6;6;585077|587204|4614|41745|155830|317799
60;475;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
193;475;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
286;475;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
343;475;6;17;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
344;475;6;17;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
385;475;6;15;589515|586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
600;475;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
737;475;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
829;475;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
933;475;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1008;475;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1009;475;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1066;475;6;15;587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1152;475;6;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1173;475;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1192;475;6;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1227;475;6;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1244;475;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1261;475;6;8;587204|3085|4007|4614|12053|41745|155830|317799
1283;475;6;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1317;475;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1359;475;6;7;587204|3085|4614|12053|41745|155830|317799
1474;475;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1578;475;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1749;475;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2041;475;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2225;475;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2416;475;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2525;475;6;13;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2730;475;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2731;475;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2833;475;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2896;475;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3113;475;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3296;475;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3511;475;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3638;475;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3639;475;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3738;475;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3843;475;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4009;475;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4010;475;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4138;475;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
52;480;4;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
53;480;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
186;480;4;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
187;480;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
281;480;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
282;480;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
341;480;5;17;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
120;584;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
239;584;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
688;584;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
891;584;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1687;584;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1988;584;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2160;584;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2494;584;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3029;584;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3229;584;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3429;584;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4411;584;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4621;584;6;2;3085|307140
4627;584;6;2;3085|307140
4643;584;6;7;3085|4007|12053|12547|41745|307140|360279
4709;584;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4896;584;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5052;584;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5248;584;6;5;3085|12053|12547|41745|307140
5356;584;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5869;584;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6145;584;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6377;584;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6656;584;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7858;584;6;7;3085|4007|12053|41745|155830|307140|325178
7992;584;6;6;3085|12053|41745|155830|307140|325178
8517;584;6;7;4007|12053|12547|41745|155830|307140|325178
8594;584;6;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8756;584;6;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8871;584;6;7;4007|12053|12547|41745|155830|307140|325178
9254;584;6;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9361;584;6;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9615;584;6;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9910;584;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10077;584;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10365;584;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10451;584;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10614;584;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10732;584;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11375;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11463;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11530;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11964;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12046;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12181;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12182;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12261;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12313;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12370;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12522;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12669;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12670;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12735;584;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13420;584;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13577;584;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13750;584;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13829;584;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13926;584;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14044;584;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14818;584;6;7;15700|41745|155830|322065|307140|325178|360279
14898;584;6;7;15700|41745|155830|322065|307140|325178|360279
14945;584;6;7;15700|41745|155830|322065|307140|325178|360279
15016;584;6;7;15700|41745|155830|322065|307140|325178|360279
15109;584;6;7;15700|41745|155830|322065|307140|325178|360279
602;625;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1583;625;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1874;625;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2046;625;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2047;625;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2229;625;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2419;625;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2420;625;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2527;625;6;13;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2901;625;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2902;625;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3118;625;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3301;625;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3302;625;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3847;625;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
605;767;7;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1586;767;7;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1877;767;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1878;767;7;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2050;767;7;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2422;767;7;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2423;767;7;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2905;767;7;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3121;767;7;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3305;767;7;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
63;1895;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
196;1895;5;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
288;1895;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
345;1895;6;17;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
346;1895;6;17;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
386;1895;6;15;589515|586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
443;1895;5;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
525;1895;6;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
559;1895;6;14;586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
606;1895;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
739;1895;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
740;1895;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
832;1895;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
935;1895;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1010;1895;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1011;1895;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1067;1895;6;15;587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1476;1895;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1531;1895;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1587;1895;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1752;1895;5;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1820;1895;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1879;1895;4;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1880;1895;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1881;1895;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2051;1895;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2052;1895;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2230;1895;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2231;1895;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2232;1895;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2363;1895;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2364;1895;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2400;1895;6;13;587571|588411|3085|4614|11389|12053|12547|41745|155830|322065|307140|325178|360279
2424;1895;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2425;1895;6;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2528;1895;6;13;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2529;1895;6;13;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2617;1895;6;12;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178
2618;1895;6;12;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178
2691;1895;6;11;587571|588411|3085|11389|12053|12547|41745|155830|322065|307140|325178
2733;1895;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2734;1895;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2735;1895;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2836;1895;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2837;1895;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2906;1895;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
