Time col;DWT_var;Variable;pid0;pid0 revlevel;pid0 startseq;length;Max. deviation;occurrances;Project count;Project list;seq;Project id-ss-rl;HasDead;HasAlive;HasMixed;Seq Id
Age.Months;V;Active.Developers;348235;6;21;4;4,440892e-16;8;5;348235|349024|371810|373943|428793;4,242641-2,828427-2,828427-2,828427;349024-4-5|349024-4-11|371810-6-1|371810-6-5|371810-6-28|373943-5-21|428793-5-12|428793-6-24;0;1;FALSE;5091
Age.Months;V;Active.Developers;348235;6;4;4;NaN;6;7;348235|349663|350148|371810|377597|408980|428793;1,414214-2,121320-2,828427-2,121320;349663-6-28|350148-6-14|371810-5-8|377597-4-10|408980-5-7|428793-5-10;0;1;FALSE;5092
Age.Months;V;Active.Developers;349024;4;5;4;4,440892e-16;7;4;349024|371810|373943|428793;5-2-2-2;349024-4-11|371810-6-1|371810-6-5|371810-6-28|373943-5-21|428793-5-12|428793-6-24;0;1;FALSE;5093
Age.Months;V;Active.Developers;349024;4;10;4;NaN;4;5;349024|350148|371810|7903|381685;0,5-1,5-1,0-1,0;350148-5-11|371810-6-27|7903-5-10|381685-5-14;0;1;FALSE;5094
Age.Months;V;Active.Developers;349024;4;11;4;1,110223e-16;6;4;349024|371810|373943|428793;1,5-1,0-1,0-1,0;371810-6-1|371810-6-5|371810-6-28|373943-5-21|428793-5-12|428793-6-24;0;1;FALSE;5095
Age.Months;V;Active.Developers;349024;5;14;4;2,220446e-16;5;5;349024|350148|358104|371810|381685;0,7071068-2,1213203-2,1213203-0,7071068;350148-6-39|358104-5-3|358104-5-9|371810-5-11|381685-5-3;0;1;FALSE;5096
Age.Months;V;Active.Developers;349663;6;3;4;NaN;10;6;349663|350148|350866|371810|373943|428793;1,5-2,0-2,0-2,0;349663-6-31|350148-6-22|350866-5-11|371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;0;1;FALSE;5097
Age.Months;V;Active.Developers;349663;6;28;4;NaN;5;6;349663|350148|371810|377597|408980|428793;1,0-1,5-2,0-1,5;350148-6-14|371810-5-8|377597-4-10|408980-5-7|428793-5-10;0;1;FALSE;5098
Age.Months;V;Active.Developers;349663;6;31;4;NaN;9;6;349663|350148|350866|371810|373943|428793;1,5-2,0-2,0-2,0;350148-6-22|350866-5-11|371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;0;1;FALSE;5099
Age.Months;V;Active.Developers;349663;6;29;4;1,110223e-16;5;5;349663|350740|373943|381685|408980;1,5-2,0-1,5-2,0;350740-5-18|373943-3-2|381685-3-3|408980-6-25|408980-6-43;0;1;FALSE;5100
Age.Months;V;Active.Developers;349663;6;30;4;NaN;14;10;349663|350866|358104|373943|377597|381685|408169|408980|149338|428793;2,0-1,5-2,0-2,0;350866-5-10|358104-5-8|373943-4-2|373943-4-6|373943-5-5|373943-5-14|377597-4-5|381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5101
Age.Months;V;Active.Developers;349663;6;30;5;NaN;6;4;349663|350866|373943|428793;2,0-1,5-2,0-2,0-2,0;350866-5-10|373943-4-2|373943-4-6|373943-5-5|373943-5-14|428793-6-6;0;1;FALSE;5102
Age.Months;V;Active.Developers;350148;5;1;4;NaN;6;5;350148|371810|408980|149338|428793;0,0000000-0,3535534-0,3535534-0,7071068;371810-6-8|408980-5-21|408980-6-37|149338-5-13|428793-5-1|428793-6-21;0;1;FALSE;5103
Age.Months;V;Active.Developers;350148;6;22;4;NaN;8;5;350148|350866|371810|373943|428793;0,0-0,5-0,5-0,5;350866-5-11|371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;0;1;FALSE;5104
Age.Months;V;Active.Developers;350148;6;39;4;3,330669e-16;4;4;350148|358104|371810|381685;1,0-1,5-1,5-1,0;358104-5-3|358104-5-9|371810-5-11|381685-5-3;0;1;FALSE;5105
Age.Months;V;Active.Developers;350148;6;14;4;NaN;4;5;350148|371810|377597|408980|428793;0-1-2-1;371810-5-8|377597-4-10|408980-5-7|428793-5-10;0;1;FALSE;5106
Age.Months;V;Active.Developers;350740;5;4;4;0;4;3;350740|371810|428793;3,535534-4,242641-3,535534-3,535534;371810-6-4|371810-6-19|428793-5-11|428793-6-23;0;1;FALSE;5107
Age.Months;V;Active.Developers;350740;5;18;4;3,330669e-16;4;4;350740|373943|381685|408980;0,7071068-1,4142136-0,7071068-1,4142136;373943-3-2|381685-3-3|408980-6-25|408980-6-43;0;1;FALSE;5108
Age.Months;V;Active.Developers;350866;5;10;4;NaN;13;9;350866|358104|373943|377597|381685|408169|408980|149338|428793;1,4142136-0,7071068-1,4142136-1,4142136;358104-5-8|373943-4-2|373943-4-6|373943-5-5|373943-5-14|377597-4-5|381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5109
Age.Months;V;Active.Developers;350866;5;11;4;NaN;7;4;350866|371810|373943|428793;0,7071068-1,4142136-1,4142136-1,4142136;371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;0;1;FALSE;5110
Age.Months;V;Active.Developers;350866;5;10;5;NaN;5;3;350866|373943|428793;1,4142136-0,7071068-1,4142136-1,4142136-1,4142136;373943-4-2|373943-4-6|373943-5-5|373943-5-14|428793-6-6;0;1;FALSE;5111
Age.Months;V;Active.Developers;358104;5;8;4;NaN;12;8;358104|373943|377597|381685|408169|408980|149338|428793;1,4142136-0,7071068-1,4142136-1,4142136;373943-4-2|373943-4-6|373943-5-5|373943-5-14|377597-4-5|381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5112
Age.Months;V;Active.Developers;371810;6;1;4;0;5;3;371810|373943|428793;2,5-2,0-2,0-2,0;371810-6-5|371810-6-28|373943-5-21|428793-5-12|428793-6-24;0;1;FALSE;5113
Age.Months;V;Active.Developers;371810;6;5;4;0;4;3;371810|373943|428793;2,5-2,0-2,0-2,0;371810-6-28|373943-5-21|428793-5-12|428793-6-24;0;1;FALSE;5114
Age.Months;V;Active.Developers;371810;6;15;4;NaN;6;3;371810|373943|428793;0-2-2-2;373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;0;1;FALSE;5115
Age.Months;V;Active.Developers;371810;6;15;5;NaN;4;3;371810|373943|428793;0-2-2-2-2;373943-5-6|373943-5-15|428793-5-3|428793-6-7;0;1;FALSE;5116
Age.Months;V;Active.Developers;371810;6;8;4;NaN;5;4;371810|408980|149338|428793;2,0-2,5-2,5-3,0;408980-5-21|408980-6-37|149338-5-13|428793-5-1|428793-6-21;0;1;FALSE;5117
Age.Months;V;Active.Developers;373943;4;2;4;NaN;11;7;373943|377597|381685|408169|408980|149338|428793;2,0-1,5-2,0-2,0;373943-4-6|373943-5-5|373943-5-14|377597-4-5|381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5118
Age.Months;V;Active.Developers;373943;4;2;5;NaN;4;2;373943|428793;2,0-1,5-2,0-2,0-2,0;373943-4-6|373943-5-5|373943-5-14|428793-6-6;0;1;FALSE;5119
Age.Months;V;Active.Developers;373943;4;3;4;NaN;5;2;373943|428793;1,5-2,0-2,0-2,0;373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;0;1;FALSE;5120
Age.Months;V;Active.Developers;373943;4;6;4;NaN;10;7;373943|377597|381685|408169|408980|149338|428793;2,0-1,5-2,0-2,0;373943-5-5|373943-5-14|377597-4-5|381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5121
Age.Months;V;Active.Developers;373943;4;7;4;NaN;4;2;373943|428793;1,5-2,0-2,0-2,0;373943-5-6|373943-5-15|428793-5-3|428793-6-7;0;1;FALSE;5122
Age.Months;V;Active.Developers;373943;5;5;4;NaN;11;7;373943|377597|381685|408169|408980|149338|428793;1,4142136-0,7071068-1,4142136-1,4142136;373943-4-2|373943-4-6|373943-5-14|377597-4-5|381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5123
Age.Months;V;Active.Developers;373943;5;5;5;NaN;4;2;373943|428793;1,4142136-0,7071068-1,4142136-1,4142136-1,4142136;373943-4-2|373943-4-6|373943-5-14|428793-6-6;0;1;FALSE;5124
Age.Months;V;Active.Developers;373943;5;6;4;NaN;5;2;373943|428793;0,7071068-1,4142136-1,4142136-1,4142136;373943-4-3|373943-4-7|373943-5-15|428793-5-3|428793-6-7;0;1;FALSE;5125
Age.Months;V;Active.Developers;373943;5;14;4;NaN;10;7;373943|377597|381685|408169|408980|149338|428793;1,4142136-0,7071068-1,4142136-1,4142136;373943-4-2|373943-4-6|377597-4-5|381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5126
Age.Months;V;Active.Developers;373943;5;15;4;NaN;4;2;373943|428793;0,7071068-1,4142136-1,4142136-1,4142136;373943-4-3|373943-4-7|428793-5-3|428793-6-7;0;1;FALSE;5127
Age.Months;V;Active.Developers;377597;4;5;4;NaN;7;6;377597|381685|408169|408980|149338|428793;1,4142136-0,7071068-1,4142136-1,4142136;381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5128
Age.Months;V;Active.Developers;381685;5;2;4;NaN;6;5;381685|408169|408980|149338|428793;4,242641-1,414214-4,242641-4,242641;408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5129
Age.Months;V;Active.Developers;408169;4;8;4;NaN;5;4;408169|408980|149338|428793;0,7071068-0,0000000-0,7071068-0,7071068;408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5130
Age.Months;V;Active.Developers;408980;5;21;4;NaN;4;3;408980|149338|428793;1,5-2,0-2,0-2,5;408980-6-37|149338-5-13|428793-5-1|428793-6-21;0;1;FALSE;5131
Age.Months;V;Active.Developers;408980;6;37;4;NaN;4;3;408980|149338|428793;1,414214-2,121320-2,121320-2,828427;408980-5-21|149338-5-13|428793-5-1|428793-6-21;0;1;FALSE;5132
Age.Months;V;Active.Developers;408980;6;36;4;NaN;4;3;408980|149338|428793;2,121320-1,414214-2,121320-2,121320;408980-6-44|149338-6-35|428793-6-6|428793-6-20;0;1;FALSE;5133
Age.Months;W;Active.Developers;4740;4;3;4;NaN;5;6;4740|475|8891|15309|15549|358104;-0,3535534- 0,0000000--0,3535534- 1,0606602;475-6-22|8891-6-15|15309-5-4|15549-4-2|358104-5-8;0;1;FALSE;5134
Age.Months;W;Active.Developers;4740;5;11;4;NaN;6;7;4740|13726|175|8891|11187|20605|264758;-1,5--1,0- 0,5--1,5;13726-4-7|175-5-7|8891-6-12|11187-5-12|20605-4-8|264758-4-2;0;1;FALSE;5135
Age.Months;W;Active.Developers;4740;5;5;4;NaN;4;5;4740|586397|4059|8957|139581; 0,0- 0,5--2,0- 1,0;586397-3-1|4059-4-6|8957-5-2|139581-5-7;0;1;FALSE;5136
Age.Months;W;Active.Developers;4740;5;9;4;NaN;4;5;4740|4021|4411|11082|358104; 0,0--0,5--1,5--1,0;4021-6-30|4411-6-27|11082-5-21|358104-5-3;0;1;FALSE;5137
Age.Months;W;Active.Developers;4740;5;10;4;NaN;4;5;4740|5950|10822|14564|116294;-0,5--1,5--1,0- 0,5;5950-4-7|10822-4-1|14564-6-40|116294-5-10;0;1;FALSE;5138
Age.Months;W;Active.Developers;4740;5;12;4;0;4;5;4740|7329|11992|26779|46370;-1,0- 0,5--1,5--1,0;7329-6-29|11992-5-21|26779-4-2|46370-4-9;0;1;FALSE;5139
Age.Months;W;Active.Developers;4740;6;24;4;NaN;62;56;4740|3429|23897|484058|172844|4031|585079|5455|585779|475|3927|3352|3584|3592|4021|4325|4867|4875|5002|5999|6368|6491|7198|7299|8576|8630|8765|8891|9646|10822|11082|11164|11261|11992|12678|13137|13939|15700|16025|16234|16329|16527|23964|26779|28127|34455|46139|48544|71024|89864|308924|318015|325178|349024|7903|408980;-0,7071068- 1,4142136--0,7071068--0,7071068;4740-6-27|3429-6-21|23897-5-17|484058-6-12|172844-6-15|4031-4-6|585079-6-50|5455-6-22|585779-5-16|475-6-8|3927-6-20|3352-5-13|3584-6-29|3592-6-9|4021-5-22|4325-4-3|4867-5-15|4875-6-21|4875-6-31|5002-6-2|5999-6-29|6368-6-37|6491-4-4|6491-5-6|7198-6-37|7299-5-6|7299-6-25|8576-6-44|8630-6-4|8765-5-13|8765-6-11|8891-6-7|9646-6-17|10822-6-28|11082-6-35|11164-4-2|11164-5-6|11261-6-27|11992-6-38|12678-6-16|13137-6-18|13939-5-12|15700-6-11|16025-4-5|16234-6-22|16329-6-28|16527-5-3|23964-4-6|23964-6-4|26779-4-7|28127-6-21|34455-6-22|46139-5-7|48544-4-6|71024-4-10|89864-4-8|308924-6-23|318015-4-6|325178-6-39|349024-4-3|7903-6-13|408980-4-9;1;1;TRUE;5140
Age.Months;W;Active.Developers;4740;6;27;4;NaN;61;56;4740|3429|23897|484058|172844|4031|585079|5455|585779|475|3927|3352|3584|3592|4021|4325|4867|4875|5002|5999|6368|6491|7198|7299|8576|8630|8765|8891|9646|10822|11082|11164|11261|11992|12678|13137|13939|15700|16025|16234|16329|16527|23964|26779|28127|34455|46139|48544|71024|89864|308924|318015|325178|349024|7903|408980;-0,7071068- 0,0000000--0,7071068--0,7071068;3429-6-21|23897-5-17|484058-6-12|172844-6-15|4031-4-6|585079-6-50|5455-6-22|585779-5-16|475-6-8|3927-6-20|3352-5-13|3584-6-29|3592-6-9|4021-5-22|4325-4-3|4867-5-15|4875-6-21|4875-6-31|5002-6-2|5999-6-29|6368-6-37|6491-4-4|6491-5-6|7198-6-37|7299-5-6|7299-6-25|8576-6-44|8630-6-4|8765-5-13|8765-6-11|8891-6-7|9646-6-17|10822-6-28|11082-6-35|11164-4-2|11164-5-6|11261-6-27|11992-6-38|12678-6-16|13137-6-18|13939-5-12|15700-6-11|16025-4-5|16234-6-22|16329-6-28|16527-5-3|23964-4-6|23964-6-4|26779-4-7|28127-6-21|34455-6-22|46139-5-7|48544-4-6|71024-4-10|89864-4-8|308924-6-23|318015-4-6|325178-6-39|349024-4-3|7903-6-13|408980-4-9;1;1;TRUE;5141
Age.Months;W;Active.Developers;4740;6;11;4;NaN;41;40;4740|4673|472388|13726|175|232|1895|3085|3352|3592|4137|4445|5999|6559|8630|9673|10505|11082|11187|11261|12053|12678|15707|19983|20605|25037|27049|28127|29531|40548|82358|264758|292974|301544|308924|315771|325178|339127|347925|408169; 0,0000000- 0,7071068--0,7071068--0,7071068;4673-5-10|472388-5-9|13726-5-1|175-6-21|175-6-28|232-6-29|1895-6-5|3085-6-33|3352-6-5|3592-6-25|4137-6-54|4445-5-6|5999-6-33|6559-5-1|8630-6-30|9673-5-14|10505-5-10|11082-6-11|11187-4-1|11261-6-24|12053-6-10|12678-6-13|15707-6-6|19983-5-8|20605-5-4|25037-5-6|27049-6-19|28127-6-51|29531-6-9|40548-6-45|82358-6-6|264758-5-3|292974-4-8|301544-5-25|308924-6-34|315771-5-22|325178-5-2|325178-6-29|339127-5-4|347925-5-13|408169-4-3;1;1;TRUE;5142
Age.Months;W;Active.Developers;4740;6;10;4;NaN;40;37;4740|4673|175|155|1895|4325|4445|4614|4867|4875|4936|5163|5732|8891|11082|12053|13044|16493|16527|21585|23964|26779|27049|27656|28127|29531|34455|36952|43572|292974|308924|342423|342504|347925|349024|358104|408169;-0,7071068- 0,0000000- 0,7071068--0,7071068;4673-6-1|175-6-20|155-5-13|1895-6-4|4325-5-3|4445-5-5|4614-5-9|4867-6-20|4875-6-9|4936-6-20|5163-6-29|5732-5-6|8891-6-21|11082-6-10|12053-6-9|13044-5-9|13044-6-13|16493-6-19|16527-5-7|16527-6-5|21585-6-29|23964-6-15|26779-5-23|27049-6-18|27656-5-19|28127-5-8|29531-5-20|34455-6-3|36952-5-8|43572-5-1|43572-6-24|292974-6-2|308924-6-33|308924-6-37|342423-5-5|342504-3-2|347925-5-12|349024-5-13|358104-4-3|408169-4-8;1;1;TRUE;5143
Age.Months;W;Active.Developers;4740;6;28;4;NaN;11;12;4740|7278|585779|51|232|8891|11615|15314|15707|22716|27049|29531; 0,0000000--0,7071068--0,7071068- 1,4142136;7278-6-18|585779-5-17|51-3-4|232-5-6|8891-6-28|11615-5-8|15314-6-24|15707-6-28|22716-6-7|27049-4-3|29531-6-36;0;1;FALSE;5144
Age.Months;W;Active.Developers;4740;6;21;4;NaN;8;9;4740|7203|49606|5580|8713|8765|358104|7903|149338; 1,4142136- 0,7071068--0,7071068--0,7071068;7203-5-19|49606-4-3|5580-6-17|8713-6-21|8765-6-44|358104-5-11|7903-6-41|149338-6-24;0;1;FALSE;5145
Age.Months;W;Active.Developers;4740;6;19;4;NaN;17;17;4740|3564|584795|3430|3744|10505|12421|15707|16527|584|27049|27656|29402|46139|318015|377597|408980;0,0000000-0,7071068-1,4142136-0,7071068;3564-6-21|584795-5-9|584795-5-22|3430-6-12|3744-6-19|10505-6-24|12421-5-1|15707-6-39|16527-5-2|584-6-26|27049-6-23|27656-6-34|29402-6-23|46139-5-6|318015-4-1|377597-3-2|408980-6-8;0;1;FALSE;5146
Age.Months;W;Active.Developers;4740;6;10;5;NaN;8;9;4740|175|1895|4445|11082|12053|27049|308924|347925;-0,7071068- 0,0000000- 0,7071068--0,7071068--0,7071068;175-6-20|1895-6-4|4445-5-5|11082-6-10|12053-6-9|27049-6-18|308924-6-33|347925-5-12;1;1;TRUE;5147
Age.Months;W;Active.Developers;4740;6;20;4;NaN;11;12;4740|155|4137|8258|8891|11082|16234|16423|27049|29402|34455|377597; 0,7071068- 1,4142136- 0,7071068--0,7071068;155-6-36|4137-4-6|8258-6-7|8891-6-35|11082-4-5|16234-6-2|16423-6-26|27049-6-24|29402-6-24|34455-4-7|377597-3-3;0;1;FALSE;5148
Age.Months;W;Active.Developers;4740;6;5;4;NaN;7;8;4740|433|93|232|8630|12547|27049|301544;-0,7071068- 0,0000000- 1,4142136--2,1213203;433-6-6|93-6-35|232-5-13|8630-5-7|12547-6-31|27049-6-14|301544-4-2;1;1;TRUE;5149
Age.Months;W;Active.Developers;4740;6;22;4;NaN;4;5;4740|3592|8630|11082|16025; 0,7071068--0,7071068--0,7071068- 1,4142136;3592-6-26|8630-6-31|11082-6-36|16025-4-6;0;1;FALSE;5150
Age.Months;W;Active.Developers;3429;5;16;4;NaN;12;12;3429|13726|38|5002|5385|8765|9673|10782|16423|89461|116294|301544;-0,5--1,0--0,5--2,0;3429-6-3|13726-5-18|38-5-15|5002-6-16|5385-6-25|8765-6-51|9673-4-5|10782-5-18|16423-4-3|89461-6-28|116294-4-2|301544-5-14;0;1;FALSE;5151
Age.Months;W;Active.Developers;3429;5;22;4;NaN;8;8;3429|346391|4936|5999|16234|16527|18515|30763;-0,5- 0,0--0,5--1,0;346391-4-4|4936-5-10|5999-6-23|5999-6-46|16234-5-12|16527-6-16|18515-4-2|30763-6-10;0;1;FALSE;5152
Age.Months;W;Active.Developers;3429;5;2;4;NaN;63;53;3429|4673|22149|585079|38|155|475|232|767|3352|3431|3744|4021|4137|4445|4867|4936|5147|5163|5999|6559|6869|7329|8576|8713|8765|9646|10022|10733|11082|12421|12547|14886|15549|15707|16493|19893|23964|25676|27332|29531|30763|10372|48277|50140|81033|84878|116294|139581|292974|308924|339052|7903;1,5-0,5-1,5-1,5;4673-6-3|22149-5-14|585079-5-21|38-6-9|38-6-32|155-5-17|475-6-18|232-6-15|767-7-36|767-7-50|3352-6-34|3431-5-17|3744-6-6|4021-5-6|4137-6-36|4445-6-37|4867-5-7|4936-6-13|4936-6-16|5147-6-27|5163-5-13|5999-6-1|5999-6-9|6559-5-20|6869-6-22|6869-6-25|7329-6-5|8576-5-26|8576-6-10|8713-6-9|8713-6-37|8765-6-31|9646-6-32|9646-6-39|10022-6-19|10733-6-18|11082-6-41|12421-5-11|12421-5-16|12547-4-2|14886-5-2|15549-6-33|15707-6-12|16493-6-26|19893-4-3|19893-4-11|23964-5-14|25676-6-23|27332-5-15|29531-6-22|30763-6-43|10372-6-2|48277-5-10|50140-4-3|81033-6-20|84878-5-12|116294-4-4|139581-5-17|292974-6-4|308924-5-5|308924-5-14|339052-4-3|7903-6-32;1;1;TRUE;5153
Age.Months;W;Active.Developers;3429;5;7;4;3,552714e-15;13;14;3429|9132|4031|475|232|3430|3923|8576|12053|15309|27656|48277|26811|260364;-0,5- 0,5--0,5--1,0;9132-5-10|4031-4-2|475-6-24|232-6-25|3430-6-13|3923-5-14|8576-6-16|12053-6-18|15309-5-9|27656-6-35|48277-3-1|26811-4-6|260364-5-1;1;1;TRUE;5154
Age.Months;W;Active.Developers;3429;5;15;4;1,44329e-15;25;26;3429|9132|585079|51|232|3744|4137|4445|8576|8891|8957|11082|12421|13939|14564|25528|27656|30763|5888|40548|41745|50140|132068|309336|325178|339052;-1,0--0,5--1,0--0,5;9132-6-1|585079-5-20|51-6-39|232-6-54|3744-6-20|4137-6-35|4445-6-4|8576-5-10|8891-6-2|8957-5-4|11082-6-33|12421-5-15|13939-4-4|14564-6-16|25528-5-2|27656-5-14|30763-6-30|5888-6-50|40548-4-10|41745-5-1|50140-4-2|132068-3-1|309336-5-2|325178-6-42|339052-4-2;1;1;TRUE;5155
Age.Months;W;Active.Developers;3429;5;6;4;NaN;9;10;3429|16584|585079|1895|3592|6869|15309|16234|342423|381685;-1,0--0,5- 0,5--0,5;16584-5-8|585079-5-8|1895-5-9|3592-6-8|6869-5-9|15309-5-12|16234-5-11|342423-4-1|381685-3-2;0;1;FALSE;5156
Age.Months;W;Active.Developers;3429;5;1;4;NaN;9;10;3429|4325|6559|8765|8891|13079|16234|17088|19012|345897;-0,5- 1,5- 0,5- 1,5;4325-4-8|6559-6-47|8765-6-50|8891-6-19|13079-5-1|16234-5-5|17088-6-15|19012-4-4|345897-5-13;0;1;FALSE;5157
Age.Months;W;Active.Developers;3429;5;14;4;NaN;5;6;3429|34455|349024|358104|7903|149338; 0,0--1,0--0,5--1,0;34455-4-6|349024-5-15|358104-5-7|7903-6-52|149338-6-12;0;1;FALSE;5158
Age.Months;W;Active.Developers;3429;6;3;4;NaN;12;12;3429|13726|38|5002|5385|8765|9673|10782|16423|89461|116294|301544; 0,7071068- 0,0000000- 0,7071068--1,4142136;3429-5-16|13726-5-18|38-5-15|5002-6-16|5385-6-25|8765-6-51|9673-4-5|10782-5-18|16423-4-3|89461-6-28|116294-4-2|301544-5-14;0;1;FALSE;5159
Age.Months;W;Active.Developers;3429;6;7;4;NaN;28;26;3429|4673|7203|585079|585779|76|3584|4137|4325|4590|4875|5561|7329|8891|12421|16329|16423|18515|19893|23964|25676|27332|29402|37487|345897|292974; 0,7071068- 0,0000000--0,7071068- 0,7071068;3429-6-35|4673-6-23|7203-6-16|585079-6-32|585779-5-12|76-4-8|76-5-17|3584-5-13|4137-6-33|4325-6-57|4590-6-29|4875-6-29|5561-6-33|7329-6-22|8891-6-37|12421-6-30|16329-5-7|16423-7-56|18515-5-22|19893-5-11|23964-6-2|25676-6-11|25676-6-14|27332-6-19|29402-6-31|37487-5-1|345897-5-11|292974-6-38;0;1;FALSE;5160
Age.Months;W;Active.Developers;3429;6;35;4;NaN;27;26;3429|4673|7203|585079|585779|76|3584|4137|4325|4590|4875|5561|7329|8891|12421|16329|16423|18515|19893|23964|25676|27332|29402|37487|345897|292974; 0,7071068- 0,0000000--0,7071068- 0,7071068;4673-6-23|7203-6-16|585079-6-32|585779-5-12|76-4-8|76-5-17|3584-5-13|4137-6-33|4325-6-57|4590-6-29|4875-6-29|5561-6-33|7329-6-22|8891-6-37|12421-6-30|16329-5-7|16423-7-56|18515-5-22|19893-5-11|23964-6-2|25676-6-11|25676-6-14|27332-6-19|29402-6-31|37487-5-1|345897-5-11|292974-6-38;0;1;FALSE;5161
Age.Months;W;Active.Developers;3429;6;21;4;NaN;60;55;3429|23897|484058|172844|4031|585079|5455|585779|475|3927|3352|3584|3592|4021|4325|4867|4875|5002|5999|6368|6491|7198|7299|8576|8630|8765|8891|9646|10822|11082|11164|11261|11992|12678|13137|13939|15700|16025|16234|16329|16527|23964|26779|28127|34455|46139|48544|71024|89864|308924|318015|325178|349024|7903|408980;0,7071068-1,4142136-0,7071068-0,7071068;23897-5-17|484058-6-12|172844-6-15|4031-4-6|585079-6-50|5455-6-22|585779-5-16|475-6-8|3927-6-20|3352-5-13|3584-6-29|3592-6-9|4021-5-22|4325-4-3|4867-5-15|4875-6-21|4875-6-31|5002-6-2|5999-6-29|6368-6-37|6491-4-4|6491-5-6|7198-6-37|7299-5-6|7299-6-25|8576-6-44|8630-6-4|8765-5-13|8765-6-11|8891-6-7|9646-6-17|10822-6-28|11082-6-35|11164-4-2|11164-5-6|11261-6-27|11992-6-38|12678-6-16|13137-6-18|13939-5-12|15700-6-11|16025-4-5|16234-6-22|16329-6-28|16527-5-3|23964-4-6|23964-6-4|26779-4-7|28127-6-21|34455-6-22|46139-5-7|48544-4-6|71024-4-10|89864-4-8|308924-6-23|318015-4-6|325178-6-39|349024-4-3|7903-6-13|408980-4-9;1;1;TRUE;5162
Age.Months;W;Active.Developers;3429;6;32;4;NaN;36;34;3429|7203|3225|38|3927|767|1895|3744|4021|4137|4325|4875|6869|8258|10782|10822|11082|11992|12678|14984|16025|16493|16527|19893|26779|27332|29531|30763|34455|41745|46139|89461|339052|408980;-0,7071068- 0,0000000--0,7071068- 0,7071068;7203-6-28|3225-6-11|38-6-1|3927-6-3|3927-6-23|767-7-47|1895-6-27|3744-6-27|4021-6-1|4021-6-39|4137-6-48|4325-5-20|4325-6-32|4875-3-2|6869-6-15|8258-6-38|10782-4-8|10822-6-26|11082-6-31|11992-6-36|12678-6-19|14984-4-2|16025-6-33|16493-6-8|16527-6-1|19893-5-5|26779-4-5|27332-4-1|29531-6-4|30763-6-40|34455-6-20|41745-6-17|46139-6-14|89461-6-34|339052-4-12|408980-6-36;1;1;TRUE;5163
Age.Months;W;Active.Developers;3429;6;36;4;NaN;33;33;3429|7203|5730|172844|528850|51|4137|4875|5950|8615|10022|10782|10822|11082|11992|12053|14564|15309|15549|16423|16493|16527|18515|23964|26779|29402|30763|34455|10372|40548|132021|373943|408980; 0,0000000--0,7071068- 0,7071068--0,7071068;7203-6-11|5730-7-57|172844-6-14|528850-3-1|51-6-38|4137-6-34|4875-6-30|5950-5-5|8615-5-18|10022-5-14|10782-4-7|10822-6-27|11082-6-32|11992-6-37|12053-5-1|12053-6-17|14564-5-3|15309-3-2|15549-6-21|16423-6-25|16493-6-9|16527-6-2|18515-4-1|23964-6-3|26779-4-6|29402-6-32|30763-6-29|34455-6-21|10372-6-36|40548-5-1|132021-5-6|373943-5-21|408980-4-2;1;1;TRUE;5164
Age.Months;W;Active.Developers;3429;6;18;4;NaN;14;15;3429|13726|93|5580|3187|6559|8630|8957|9646|11164|13079|15707|29531|26811|325178; 1,4142136--0,7071068- 0,7071068- 0,7071068;13726-3-1|93-6-23|5580-6-10|3187-6-8|6559-5-14|8630-4-5|8957-6-3|9646-6-11|11164-5-3|13079-5-12|15707-5-19|29531-6-29|26811-4-3|325178-5-17;1;1;TRUE;5165
