Time col;DWT_var;Variable;pid0;pid0 revlevel;pid0 startseq;length;Max. deviation;occurrances;Project count;Project list;seq;Project id-ss-rl;HasDead;HasAlive;HasMixed;Seq Id
Age.Months;V;Active.Developers;484058;6;20;4;NaN;67;55;484058|49606|5730|175|38|475|76|625|3927|3402|4137|4325|4411|4733|4875|4936|5002|5385|5999|7198|7299|7329|8576|8615|8687|8713|10782|11082|11992|12547|13044|13079|15309|15314|16025|16423|19596|19983|25037|27332|27656|29402|30763|46139|48544|292974|308442|308924|309336|315771|325178|347925|348235|149338|428793;2,5-3,5-4,5-4,5;49606-4-2|49606-6-31|5730-7-53|175-6-34|38-6-9|475-6-25|76-4-2|625-6-22|3927-6-42|3402-5-4|4137-6-5|4137-6-26|4325-5-26|4411-6-4|4733-5-12|4875-5-17|4875-6-34|4936-6-13|4936-6-34|5002-6-2|5385-6-2|5999-6-9|7198-5-12|7299-6-3|7299-6-9|7329-6-22|8576-6-39|8615-5-3|8687-5-11|8687-5-19|8713-6-18|10782-6-39|10782-6-45|11082-6-41|11992-5-4|12547-6-8|13044-5-6|13079-6-4|13079-6-11|15309-5-26|15314-6-26|16025-6-8|16025-6-14|16423-6-17|16423-7-3|19596-5-8|19596-5-16|19983-5-12|25037-5-5|25037-5-16|27332-6-12|27332-6-23|27656-6-9|29402-6-18|30763-6-14|46139-6-25|48544-5-8|292974-6-18|308442-5-6|308924-6-23|309336-5-7|315771-5-19|325178-6-5|347925-5-12|348235-6-31|149338-6-7|428793-6-34;1;1;TRUE;113
Age.Months;V;Active.Developers;484058;6;17;4;2,220446e-16;98;75;484058|49606|327948|528850|546760|551576|4031|585079|585779|51|232|3085|3187|3352|3744|4021|4137|4325|4411|4590|4936|5385|5732|5999|6368|6559|8391|8576|342092|8713|8765|10782|11082|11261|11615|12421|13079|14564|14984|15403|15549|15707|16025|16423|18515|19012|20605|25972|26779|27332|28127|29531|30763|34435|34455|5888|46139|48544|50140|81033|84878|132021|139581|155830|264758|309336|322065|307140|325178|342423|342504|350740|371810|373943|381685;5,0-2,5-5,0-2,5;49606-5-9|327948-4-11|528850-4-1|546760-5-6|551576-3-4|4031-4-2|585079-6-38|585779-5-16|51-6-10|232-6-57|3085-5-4|3187-6-9|3352-6-12|3744-6-3|3744-6-5|4021-6-44|4137-4-9|4325-6-29|4411-6-30|4590-6-28|4936-6-6|5385-6-17|5732-7-23|5732-7-25|5999-6-28|5999-6-43|6368-5-15|6368-5-17|6559-6-6|6559-6-48|8391-5-18|8576-5-25|8576-6-29|8576-6-55|342092-5-2|8713-5-11|8713-6-48|8765-6-10|8765-6-30|8765-6-51|10782-6-11|11082-4-4|11082-6-14|11261-5-12|11615-6-23|12421-5-4|12421-6-7|12421-6-13|13079-6-27|14564-4-6|14984-3-1|15403-5-3|15403-5-7|15549-6-6|15707-6-41|16025-5-14|16423-7-13|16423-7-50|18515-4-6|18515-5-21|19012-4-1|20605-5-22|25972-6-33|26779-5-15|26779-5-18|27332-6-2|27332-6-32|28127-6-40|29531-5-6|30763-6-10|34435-5-15|34455-6-36|5888-5-11|46139-6-13|48544-4-11|50140-5-24|81033-6-9|81033-6-11|84878-4-5|132021-6-1|132021-6-6|139581-6-33|155830-6-7|264758-5-9|264758-5-13|309336-5-15|322065-5-11|307140-4-6|325178-4-7|325178-6-8|325178-6-10|325178-6-41|342423-5-18|342504-5-3|350740-5-3|371810-5-1|373943-3-1|381685-5-7;1;1;TRUE;114
Age.Months;V;Active.Developers;484058;6;27;4;2,664535e-15;28;25;484058|3225|433|232|767|3085|4137|4359|4867|5999|7198|8615|8687|8713|10782|13939|15309|21585|34455|345897|132068|139581|308924|325178|349663;5,5-2,5-2,5-4,0;3225-6-12|433-6-16|232-6-31|232-6-50|767-5-8|3085-6-15|4137-4-5|4137-6-40|4359-6-13|4867-6-9|5999-5-25|7198-6-31|8615-5-22|8687-5-17|8687-5-25|8713-5-5|10782-6-43|13939-4-1|15309-5-17|15309-5-20|21585-4-5|34455-6-16|345897-5-14|132068-5-12|139581-6-23|308924-5-15|325178-6-25|349663-5-14;1;1;TRUE;115
Age.Months;V;Active.Developers;484058;6;19;4;NaN;6;7;484058|175|38|475|4733|584|345897;5,0-2,5-3,5-4,5;175-5-11|38-6-23|475-6-23|4733-5-11|584-6-12|345897-5-5;0;1;FALSE;116
Age.Months;V;Active.Developers;484058;6;21;4;9,436896e-15;15;16;484058|175|360|3592|4733|5002|7299|9904|10022|11164|12053|12678|13044|29402|31992|350148;3,5-4,5-4,5-3,0;175-6-29|360-5-25|3592-6-29|4733-5-13|5002-6-21|7299-5-4|9904-6-25|10022-6-22|11164-5-14|12053-6-13|12678-5-1|13044-5-10|29402-5-12|31992-5-6|350148-5-15;1;1;TRUE;117
Age.Months;V;Active.Developers;484058;6;5;4;2,065015e-14;12;13;484058|585079|76|3085|4021|4137|4411|5002|11187|16329|17088|27656|41745;7-6-6-3;585079-5-27|76-5-18|3085-6-7|4021-6-30|4137-6-44|4411-6-22|5002-5-12|11187-4-1|16329-5-5|17088-6-4|27656-6-38|41745-4-1;1;1;TRUE;118
Age.Months;V;Active.Developers;484058;6;13;4;1,421085e-14;9;10;484058|5455|3927|3352|4059|4137|4325|6559|71024|155830;5,5-2,5-2,5-4,5;5455-6-18|3927-5-3|3352-6-8|4059-6-21|4137-5-17|4325-6-46|6559-4-8|71024-4-6|155830-4-3;1;1;TRUE;119
Age.Months;V;Active.Developers;484058;6;5;5;1,132427e-14;4;5;484058|76|3085|4021|17088;7-6-6-3-5;76-5-18|3085-6-7|4021-6-30|17088-6-4;1;1;TRUE;120
Age.Months;V;Active.Developers;484058;6;12;4;4,996004e-15;16;17;484058|232|3927|4733|5147|6559|9630|11082|14886|15314|15700|15707|16527|28127|28161|81033|139581;3,5-5,5-2,5-2,5;232-6-26|3927-5-2|4733-6-10|5147-6-18|6559-5-10|9630-6-14|11082-5-15|14886-6-13|15314-6-23|15700-6-8|15707-6-35|16527-5-14|28127-6-36|28161-5-3|81033-6-23|139581-6-8;1;1;TRUE;121
Age.Months;V;Active.Developers;484058;6;27;5;2,442491e-15;4;5;484058|4137|8687|10782|15309;5,5-2,5-2,5-4,0-5,5;4137-6-40|8687-5-17|10782-6-43|15309-5-20;0;1;FALSE;122
Age.Months;V;Active.Developers;49606;4;3;4;NaN;198;107;49606|5730|172844|175|5455|38|360|433|51|232|767|1895|3085|3187|3352|3402|3923|4021|4059|4137|4325|4733|4875|4936|5002|5147|5385|5732|6368|6491|6559|7198|7299|7329|8391|8576|8615|8687|342092|8713|8765|9673|10022|10782|10822|11082|11164|11261|11992|12421|12547|12678|13044|13079|13939|14564|14886|15700|16234|16423|16493|16527|17088|19012|19596|19983|20605|22716|23964|25037|25676|27049|27332|27656|28127|28161|28868|31992|34435|34455|5888|10372|40548|41745|43572|48277|81033|82358|84878|89461|89864|116294|132021|155830|301544|308924|322065|307140|325178|347856|347925|349663|350148|350866|371810|373943|428793;2,121320-2,474874-2,474874-2,474874;49606-5-12|49606-6-11|49606-6-15|49606-6-24|5730-5-1|5730-5-8|5730-6-2|5730-6-9|5730-6-16|5730-6-27|5730-7-3|5730-7-17|5730-7-31|5730-7-54|172844-5-7|172844-6-14|175-6-35|175-6-46|5455-6-14|38-6-10|360-6-1|360-6-57|433-6-18|51-6-35|232-6-9|232-6-52|767-6-12|767-6-19|767-7-24|1895-6-5|3085-6-4|3187-6-21|3352-5-7|3352-5-12|3402-3-1|3402-4-2|3402-5-5|3923-5-2|3923-5-9|3923-6-5|4021-6-22|4059-6-28|4137-6-6|4137-6-21|4325-5-13|4325-6-2|4325-6-51|4733-6-25|4875-6-35|4936-6-14|5002-6-11|5002-6-24|5147-6-2|5385-6-10|5385-6-28|5732-6-8|5732-7-3|5732-7-10|5732-7-16|6368-6-40|6491-6-3|6559-5-21|7198-4-3|7198-5-6|7198-6-1|7198-6-11|7198-6-25|7299-6-21|7329-6-4|8391-5-14|8576-6-52|8615-4-2|8615-4-7|8615-5-4|8615-5-18|8615-5-24|8687-5-12|8687-5-20|342092-5-5|8713-5-15|8713-6-3|8713-6-30|8765-5-22|9673-5-17|10022-6-6|10782-6-36|10782-6-46|10822-6-16|10822-6-27|10822-6-34|11082-5-11|11082-6-18|11082-6-22|11082-6-42|11164-5-11|11164-6-3|11164-6-22|11261-6-6|11261-6-21|11992-6-11|11992-6-23|12421-6-18|12421-6-22|12547-6-9|12678-6-13|12678-6-27|13044-5-17|13079-6-22|13939-4-3|14564-5-14|14564-6-14|14564-6-28|14886-6-20|15700-6-3|15700-6-12|16234-5-15|16423-6-2|16423-6-12|16423-6-26|16423-7-4|16423-7-17|16423-7-23|16493-4-4|16527-6-2|16527-6-26|17088-6-7|19012-5-13|19596-5-9|19983-6-24|20605-4-9|20605-5-12|22716-6-11|23964-6-10|23964-6-25|25037-5-1|25676-6-7|25676-6-20|27049-6-31|27332-6-5|27332-6-24|27656-6-10|28127-5-11|28127-6-32|28127-6-51|28161-6-11|28868-6-12|28868-6-25|28868-6-29|31992-5-3|34435-5-10|34455-6-22|34455-6-29|34455-6-41|5888-6-11|10372-6-11|10372-6-33|40548-6-45|41745-6-18|43572-6-17|48277-5-7|81033-6-19|82358-6-6|84878-5-9|84878-5-13|89461-6-13|89864-5-3|116294-5-1|116294-5-4|116294-5-19|132021-5-9|132021-6-11|132021-6-19|155830-6-36|301544-5-11|308924-6-5|308924-6-24|308924-6-34|322065-5-2|307140-6-31|325178-5-2|325178-6-14|347856-4-1|347856-4-5|347925-4-3|347925-5-5|347925-5-13|347925-5-21|349663-6-3|349663-6-31|350148-6-22|350866-5-11|371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;1;1;TRUE;123
Age.Months;V;Active.Developers;49606;4;2;4;NaN;66;54;49606|5730|175|38|475|76|625|3927|3402|4137|4325|4411|4733|4875|4936|5002|5385|5999|7198|7299|7329|8576|8615|8687|8713|10782|11082|11992|12547|13044|13079|15309|15314|16025|16423|19596|19983|25037|27332|27656|29402|30763|46139|48544|292974|308442|308924|309336|315771|325178|347925|348235|149338|428793;1,767767-2,121320-2,474874-2,474874;49606-6-31|5730-7-53|175-6-34|38-6-9|475-6-25|76-4-2|625-6-22|3927-6-42|3402-5-4|4137-6-5|4137-6-26|4325-5-26|4411-6-4|4733-5-12|4875-5-17|4875-6-34|4936-6-13|4936-6-34|5002-6-2|5385-6-2|5999-6-9|7198-5-12|7299-6-3|7299-6-9|7329-6-22|8576-6-39|8615-5-3|8687-5-11|8687-5-19|8713-6-18|10782-6-39|10782-6-45|11082-6-41|11992-5-4|12547-6-8|13044-5-6|13079-6-4|13079-6-11|15309-5-26|15314-6-26|16025-6-8|16025-6-14|16423-6-17|16423-7-3|19596-5-8|19596-5-16|19983-5-12|25037-5-5|25037-5-16|27332-6-12|27332-6-23|27656-6-9|29402-6-18|30763-6-14|46139-6-25|48544-5-8|292974-6-18|308442-5-6|308924-6-23|309336-5-7|315771-5-19|325178-6-5|347925-5-12|348235-6-31|149338-6-7|428793-6-34;1;1;TRUE;124
Age.Months;V;Active.Developers;49606;4;2;5;NaN;19;19;49606|5730|175|38|3402|4137|4875|4936|8615|8687|10782|11082|12547|16423|19596|27332|27656|308924|347925;1,767767-2,121320-2,474874-2,474874-2,474874;5730-7-53|175-6-34|38-6-9|3402-5-4|4137-6-5|4875-6-34|4936-6-13|8615-5-3|8687-5-11|8687-5-19|10782-6-45|11082-6-41|12547-6-8|16423-7-3|19596-5-8|27332-6-23|27656-6-9|308924-6-23|347925-5-12;1;1;TRUE;125
Age.Months;V;Active.Developers;49606;4;8;4;NaN;8;9;49606|13726|3584|4007|8391|34455|82358|350148|343974;3,889087-5,303301-4,242641-4,242641;13726-4-3|3584-5-4|4007-6-9|8391-3-3|34455-4-10|82358-6-28|350148-4-3|343974-6-18;1;1;TRUE;126
Age.Months;V;Active.Developers;49606;4;1;4;NaN;22;19;49606|13726|475|767|4325|5999|8687|11082|12053|16025|16423|16493|20605|10372|35799|40548|116294|155830|350866;1,414214-1,767767-2,121320-2,474874;13726-5-6|475-6-24|767-7-59|4325-5-10|5999-6-46|8687-5-10|11082-5-18|11082-5-19|12053-5-1|16025-6-6|16025-6-7|16423-7-38|16493-6-4|20605-4-5|10372-5-15|35799-6-16|40548-6-56|116294-4-1|116294-5-12|116294-5-13|155830-5-9|350866-4-4;1;1;TRUE;127
Age.Months;V;Active.Developers;49606;4;3;5;NaN;16;17;49606|4021|5002|8615|10782|12547|13939|16423|20605|23964|43572|89461|89864|116294|301544|325178|347925;2,121320-2,474874-2,474874-2,474874-2,828427;4021-6-22|5002-6-11|8615-5-18|10782-6-36|12547-6-9|13939-4-3|16423-7-17|20605-5-12|23964-6-25|43572-6-17|89461-6-13|89864-5-3|116294-5-1|301544-5-11|325178-6-14|347925-4-3;1;1;TRUE;128
Age.Months;V;Active.Developers;49606;5;12;4;NaN;198;107;49606|5730|172844|175|5455|38|360|433|51|232|767|1895|3085|3187|3352|3402|3923|4021|4059|4137|4325|4733|4875|4936|5002|5147|5385|5732|6368|6491|6559|7198|7299|7329|8391|8576|8615|8687|342092|8713|8765|9673|10022|10782|10822|11082|11164|11261|11992|12421|12547|12678|13044|13079|13939|14564|14886|15700|16234|16423|16493|16527|17088|19012|19596|19983|20605|22716|23964|25037|25676|27049|27332|27656|28127|28161|28868|31992|34435|34455|5888|10372|40548|41745|43572|48277|81033|82358|84878|89461|89864|116294|132021|155830|301544|308924|322065|307140|325178|347856|347925|349663|350148|350866|371810|373943|428793;1,5-2,0-2,0-2,0;49606-4-3|49606-6-11|49606-6-15|49606-6-24|5730-5-1|5730-5-8|5730-6-2|5730-6-9|5730-6-16|5730-6-27|5730-7-3|5730-7-17|5730-7-31|5730-7-54|172844-5-7|172844-6-14|175-6-35|175-6-46|5455-6-14|38-6-10|360-6-1|360-6-57|433-6-18|51-6-35|232-6-9|232-6-52|767-6-12|767-6-19|767-7-24|1895-6-5|3085-6-4|3187-6-21|3352-5-7|3352-5-12|3402-3-1|3402-4-2|3402-5-5|3923-5-2|3923-5-9|3923-6-5|4021-6-22|4059-6-28|4137-6-6|4137-6-21|4325-5-13|4325-6-2|4325-6-51|4733-6-25|4875-6-35|4936-6-14|5002-6-11|5002-6-24|5147-6-2|5385-6-10|5385-6-28|5732-6-8|5732-7-3|5732-7-10|5732-7-16|6368-6-40|6491-6-3|6559-5-21|7198-4-3|7198-5-6|7198-6-1|7198-6-11|7198-6-25|7299-6-21|7329-6-4|8391-5-14|8576-6-52|8615-4-2|8615-4-7|8615-5-4|8615-5-18|8615-5-24|8687-5-12|8687-5-20|342092-5-5|8713-5-15|8713-6-3|8713-6-30|8765-5-22|9673-5-17|10022-6-6|10782-6-36|10782-6-46|10822-6-16|10822-6-27|10822-6-34|11082-5-11|11082-6-18|11082-6-22|11082-6-42|11164-5-11|11164-6-3|11164-6-22|11261-6-6|11261-6-21|11992-6-11|11992-6-23|12421-6-18|12421-6-22|12547-6-9|12678-6-13|12678-6-27|13044-5-17|13079-6-22|13939-4-3|14564-5-14|14564-6-14|14564-6-28|14886-6-20|15700-6-3|15700-6-12|16234-5-15|16423-6-2|16423-6-12|16423-6-26|16423-7-4|16423-7-17|16423-7-23|16493-4-4|16527-6-2|16527-6-26|17088-6-7|19012-5-13|19596-5-9|19983-6-24|20605-4-9|20605-5-12|22716-6-11|23964-6-10|23964-6-25|25037-5-1|25676-6-7|25676-6-20|27049-6-31|27332-6-5|27332-6-24|27656-6-10|28127-5-11|28127-6-32|28127-6-51|28161-6-11|28868-6-12|28868-6-25|28868-6-29|31992-5-3|34435-5-10|34455-6-22|34455-6-29|34455-6-41|5888-6-11|10372-6-11|10372-6-33|40548-6-45|41745-6-18|43572-6-17|48277-5-7|81033-6-19|82358-6-6|84878-5-9|84878-5-13|89461-6-13|89864-5-3|116294-5-1|116294-5-4|116294-5-19|132021-5-9|132021-6-11|132021-6-19|155830-6-36|301544-5-11|308924-6-5|308924-6-24|308924-6-34|322065-5-2|307140-6-31|325178-5-2|325178-6-14|347856-4-1|347856-4-5|347925-4-3|347925-5-5|347925-5-13|347925-5-21|349663-6-3|349663-6-31|350148-6-22|350866-5-11|371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;1;1;TRUE;129
Age.Months;V;Active.Developers;49606;5;6;4;NaN;169;105;49606|5730|175|585079|5455|76|51|232|3927|767|3352|3366|3744|3923|4021|4059|4137|4325|4733|5002|5561|5732|5999|6368|6491|6559|7198|7329|8258|8576|342092|8713|8765|8891|10022|10505|10782|10822|11082|11164|11187|11992|12547|12678|13044|13939|14564|14886|15403|15549|15700|15707|16055|16234|16329|16423|16493|19012|19893|19983|21585|23964|25037|25676|584|26779|27332|27656|28868|29402|29531|30763|31794|31992|34435|34455|35799|37487|40548|41745|43572|46139|48277|81033|84878|132021|139581|155830|292974|308924|318015|339127|342423|342504|347856|349663|350866|358104|373943|377597|381685|408169|408980|149338|428793;2,0-1,5-2,0-2,0;49606-5-11|49606-6-14|49606-6-20|49606-6-23|49606-6-34|5730-5-4|5730-5-7|5730-6-1|5730-6-8|5730-6-15|5730-7-2|5730-7-16|5730-7-30|175-6-14|175-6-45|585079-4-8|585079-6-4|585079-6-47|5455-6-2|76-5-13|51-6-34|232-6-34|3927-6-3|767-7-36|767-7-40|3352-5-11|3366-5-7|3744-6-27|3923-6-4|4021-5-4|4021-6-4|4059-6-27|4137-6-9|4137-6-48|4325-6-1|4325-6-11|4325-6-24|4325-6-32|4733-5-2|5002-6-29|5561-6-33|5732-6-1|5732-6-4|5732-6-7|5732-7-2|5732-7-55|5999-6-30|5999-6-56|6368-6-18|6491-6-2|6559-6-3|6559-6-45|7198-6-39|7329-6-11|8258-6-4|8576-6-51|342092-5-4|342092-5-10|8713-6-2|8713-6-41|8765-6-3|8891-6-8|10022-6-19|10505-6-14|10782-4-12|10822-6-33|11082-5-10|11082-6-17|11082-6-21|11164-6-21|11187-5-3|11187-6-2|11992-6-10|11992-6-22|12547-5-11|12678-6-23|13044-5-9|13044-6-13|13044-6-33|13939-3-1|14564-3-1|14564-5-13|14564-6-27|14886-6-19|15403-5-11|15549-6-13|15700-5-1|15700-6-2|15707-6-47|16055-4-5|16234-5-14|16329-6-23|16423-6-11|16493-5-1|19012-5-12|19893-4-11|19893-5-5|19893-5-11|19983-6-17|19983-6-23|21585-5-10|23964-5-4|23964-6-9|25037-5-10|25676-6-6|25676-6-19|25676-6-23|584-5-6|26779-5-1|26779-5-23|27332-6-4|27656-6-3|28868-5-14|28868-6-28|29402-6-31|29531-5-2|29531-6-4|29531-6-17|30763-6-3|30763-6-40|31794-6-20|31794-6-23|31992-5-10|34435-5-9|34455-4-4|34455-6-3|34455-6-9|34455-6-12|34455-6-33|35799-5-13|37487-5-17|40548-6-44|41745-5-8|41745-6-17|43572-5-1|43572-6-24|46139-5-1|48277-5-4|81033-5-7|84878-5-12|132021-6-3|132021-6-8|132021-6-18|139581-5-17|155830-6-3|292974-6-2|308924-6-33|308924-6-37|318015-4-6|339127-5-18|342423-5-5|342504-3-2|347856-4-4|347856-4-8|349663-6-30|350866-5-10|358104-5-8|373943-4-2|373943-4-6|373943-5-5|373943-5-14|377597-4-5|381685-5-2|408169-4-8|408980-6-36|408980-6-44|149338-6-35|428793-6-6|428793-6-20;1;1;TRUE;130
Age.Months;V;Active.Developers;49606;5;10;4;3,330669e-16;91;66;49606|9132|546760|585079|585779|475|76|625|51|767|3366|3744|4325|4445|4733|4867|5385|5561|5732|5999|6368|6559|8258|8576|8687|342092|9673|10022|11082|11261|11615|11992|12678|13044|13079|14564|15403|15549|16329|16493|17088|18515|19893|25676|584|27332|28127|28868|29531|31794|34435|81033|89461|116294|132021|139581|155830|292974|301544|322065|325178|349663|350740|373943|381685|408980;1,5-2,0-1,5-2,0;49606-5-19|9132-6-30|546760-5-5|585079-6-10|585079-6-39|585079-6-46|585779-5-17|475-5-4|76-5-12|625-6-25|51-6-47|767-7-39|767-7-57|3366-6-1|3366-6-17|3744-6-4|4325-6-10|4325-6-17|4445-6-31|4733-6-4|4733-6-7|4733-6-18|4867-6-18|5385-6-16|5561-6-9|5732-7-24|5732-7-39|5732-7-54|5999-6-29|5999-6-44|6368-5-16|6368-6-36|6559-6-44|8258-5-18|8576-6-28|8576-6-56|8687-5-8|342092-5-3|9673-4-11|10022-6-11|11082-5-9|11261-5-13|11615-6-22|11992-6-9|12678-6-22|13044-6-12|13079-6-26|14564-4-5|15403-5-6|15549-6-7|15549-6-18|16329-6-12|16329-6-26|16493-5-9|17088-6-17|17088-6-35|18515-4-5|18515-5-7|18515-5-20|19893-5-14|25676-5-10|584-6-3|584-6-15|27332-6-3|27332-6-33|28127-6-41|28868-5-13|29531-5-5|31794-6-19|34435-5-16|81033-6-10|89461-6-28|116294-5-26|132021-5-14|132021-6-2|132021-6-7|132021-6-17|139581-6-38|155830-6-6|292974-6-29|301544-4-4|322065-5-10|325178-6-9|325178-6-38|325178-6-42|349663-6-29|350740-5-18|373943-3-2|381685-3-3|408980-6-25|408980-6-43;1;1;TRUE;131
Age.Months;V;Active.Developers;49606;5;2;4;NaN;69;60;49606|584795|585779|38|433|76|51|1895|3352|3592|3923|4325|5002|5385|5732|5999|6869|8765|9630|9646|9673|10022|10505|11164|11187|11615|13044|13939|14564|15403|16493|17088|19012|20605|21585|25528|25676|28127|30763|34455|41745|46370|48277|60399|71024|84878|89461|132021|132068|139581|301544|315771|318015|325178|339127|349024|350148|371810|7903|381685;0,5-1,5-1,0-1,0;49606-6-8|584795-4-5|585779-4-5|38-6-25|433-6-29|76-5-1|51-5-22|51-6-29|1895-6-2|1895-6-9|3352-6-15|3592-6-3|3592-6-24|3923-6-20|4325-6-38|4325-6-59|5002-6-8|5385-6-21|5732-6-16|5999-5-10|5999-6-51|6869-6-16|8765-6-48|9630-6-3|9646-6-5|9673-5-23|10022-5-13|10505-6-8|11164-6-29|11187-6-9|11615-6-17|13044-6-6|13939-5-6|14564-6-6|15403-5-23|16493-5-11|17088-5-9|17088-6-3|19012-5-18|20605-5-6|21585-6-23|25528-6-13|25676-6-2|28127-6-12|28127-6-23|30763-5-21|30763-6-28|34455-5-23|34455-6-49|41745-5-5|46370-5-16|48277-5-14|60399-5-19|71024-5-9|84878-5-25|89461-6-16|132021-5-5|132068-5-22|139581-6-12|301544-5-3|315771-4-10|318015-5-2|325178-6-21|339127-5-6|349024-4-10|350148-5-11|371810-6-27|7903-5-10|381685-5-14;1;1;TRUE;132
Age.Months;V;Active.Developers;49606;5;6;5;2,220446e-16;20;17;49606|5730|585079|767|4137|5732|6559|342092|8713|11187|19983|26779|27656|34455|132021|358104|381685;2,0-1,5-2,0-2,0-1,5;49606-6-20|5730-5-4|585079-6-47|767-7-40|4137-6-48|5732-6-4|5732-7-55|6559-6-3|6559-6-45|342092-5-10|8713-6-41|11187-5-3|11187-6-2|19983-6-17|26779-5-1|27656-6-3|34455-6-9|132021-6-3|358104-5-8|381685-5-2;0;1;FALSE;133
Age.Months;V;Active.Developers;49606;5;6;6;0;8;7;49606|5730|5732|6559|342092|34455|132021;2,0-1,5-2,0-2,0-1,5-2,0;49606-6-20|5730-5-4|5732-6-4|6559-6-3|6559-6-45|342092-5-10|34455-6-9|132021-6-3;0;1;FALSE;134
Age.Months;V;Active.Developers;49606;5;7;4;2,220446e-16;100;70;49606|5730|546760|551576|584795|585079|585779|360|433|625|51|767|3584|3923|4021|4137|4411|4936|5002|5561|5732|5950|6491|6559|6869|7198|7299|7329|8576|8615|8630|342092|8713|10022|10782|11187|11615|12678|13044|13079|13939|15403|19596|19893|19983|26779|27332|27656|29402|30763|31794|34435|34455|48277|48544|50140|71024|84878|89864|132021|264758|292974|309336|325178|342504|349024|350148|358104|371810|381685;1,5-2,0-2,0-1,5;49606-6-21|49606-6-32|5730-5-5|546760-4-2|551576-4-5|584795-5-7|585079-6-7|585079-6-48|585779-5-3|360-6-35|433-6-4|625-6-36|51-6-26|767-7-34|767-7-41|3584-6-12|3923-6-30|4021-6-11|4137-6-1|4137-6-49|4411-6-27|4936-6-35|5002-6-3|5561-6-2|5732-6-5|5732-7-43|5732-7-56|5950-5-3|6491-6-18|6559-6-4|6559-6-46|6869-6-24|7198-5-1|7198-5-13|7198-6-33|7299-6-10|7329-6-23|8576-6-40|8615-5-15|8630-6-39|342092-5-11|8713-6-19|8713-6-42|10022-6-35|10782-6-23|10782-6-55|10782-6-60|11187-5-4|11187-6-3|11615-4-7|11615-5-10|12678-5-6|12678-6-4|13044-6-21|13079-6-12|13079-6-17|13939-5-9|15403-5-1|15403-5-14|19596-5-17|19893-4-6|19893-5-1|19983-5-13|19983-6-18|19983-6-28|26779-5-2|27332-5-3|27332-6-29|27656-6-1|27656-6-4|29402-6-25|30763-6-15|31794-6-34|34435-4-5|34455-6-10|48277-4-4|48544-5-9|50140-4-11|71024-5-5|84878-4-12|89864-5-6|89864-5-13|89864-5-17|132021-6-4|264758-5-1|292974-4-2|292974-5-14|292974-6-15|292974-6-19|309336-4-7|325178-6-6|342504-4-7|342504-5-1|342504-5-16|349024-5-14|350148-6-39|358104-5-3|358104-5-9|371810-5-11|381685-5-3;1;1;TRUE;135
Age.Months;V;Active.Developers;49606;5;7;5;0;19;17;49606|5730|584795|360|767|5002|5732|6559|7198|342092|13939|15403|27656|34455|132021|325178|342504;1,5-2,0-2,0-1,5-2,0;49606-6-21|49606-6-32|5730-5-5|584795-5-7|360-6-35|767-7-34|5002-6-3|5732-6-5|6559-6-4|6559-6-46|7198-6-33|342092-5-11|13939-5-9|15403-5-1|27656-6-1|34455-6-10|132021-6-4|325178-6-6|342504-5-1;1;1;TRUE;136
