"";"pid";"seq.id";"max.loc.diff";"max.ad.diff";"max.lc.diff"
"330";3927;2840;3994;6;4226
"331";3927;2841;3994;6;4226
"332";3927;2842;3994;6;4226
"333";3927;2843;3994;6;4226
"334";3927;2844;2137;4;3029
"335";3927;2845;2137;4;3029
"336";3927;2846;2137;3;3029
"337";3927;2847;0;3;3029
"338";3927;2848;0;3;3029
"339";3927;2849;41427;6;135764
"340";3927;2850;3994;6;5745
"341";3927;2851;2137;3;3029
"342";3927;2852;2137;3;3029
"343";3927;2853;2137;3;3029
"344";3927;2854;3994;6;135764
"345";3927;2855;3994;6;135764
"346";3927;2856;3994;6;5745
"347";3927;2857;3994;6;5745
"348";3927;2858;2137;4;3029
"349";3927;2859;2137;4;3029
"350";3927;2860;3994;6;4226
"351";3927;2861;3994;6;4226
"352";3927;2862;3994;6;4226
"353";3927;2863;41427;6;135764
"354";3927;2864;2137;4;3029
"355";3927;2865;2137;4;3029
"356";3927;2866;2137;4;3029
"357";3927;2867;2137;4;3029
"358";3927;2868;2137;4;3029
"359";3927;2869;2137;4;3029
"360";3927;2870;2137;4;3029
"361";3927;2871;2137;4;3029
"362";3927;2872;3994;6;5745
"363";3927;2873;3994;6;5745
"364";3927;2874;3994;6;135764
"365";3927;2875;3994;6;135764
"366";3927;2876;3994;6;5745
"367";3927;2877;3994;6;135764
"368";3927;2878;3994;6;135764
"369";3927;2879;3994;6;5745
"370";3927;2880;3994;6;5745
"371";3927;2881;3994;6;5745
"372";3927;2882;2137;3;3029
"373";3085;3235;1225;1;7547
"374";3085;3236;1093;1;7547
"375";3085;3237;1093;1;7547
"376";3085;3238;1093;1;7547
"377";3085;3239;1093;1;7547
"378";3085;3240;1093;1;7547
"379";3085;3241;189;1;396
"380";3085;3242;2722;2;7547
"381";3085;3243;1225;1;7547
"382";3085;3244;1225;1;7547
"383";3085;3245;1225;1;7547
"384";3085;3246;1093;1;7547
"385";3085;3247;1093;1;7547
"386";3085;3248;1093;1;7547
"387";3085;3249;189;1;214
"388";3085;3250;33;1;35
"389";3085;3251;33;1;35
"390";3085;3252;1093;1;7547
"391";3085;3253;1093;1;7547
"392";3085;3254;189;1;396
"393";3085;3255;189;1;396
"394";3085;3256;189;1;396
"395";3085;3257;189;1;396
"396";3085;3258;189;1;214
"397";3085;3259;1225;2;7547
"398";3085;3260;1225;2;7547
"399";3085;3261;1093;1;7547
"400";3085;3262;1093;1;7547
"401";3085;3263;1093;1;7547
"402";3085;3264;1093;1;7547
"403";3085;3265;1093;1;7547
"404";3085;3266;1093;1;7547
"405";3085;3267;1093;1;7547
"406";3085;3268;189;1;214
"407";3085;3269;1225;2;7547
"408";3085;3270;1093;1;7547
"409";3085;3271;189;1;396
"410";3085;3272;1093;1;7547
"411";3085;3273;1093;1;7547
"412";3085;3274;1093;1;7547
"413";3085;3275;1093;1;7547
"414";3085;3276;189;1;396
"415";3085;3277;189;1;396
"416";3085;3278;189;1;396
"417";3085;3279;189;1;396
"418";3085;3280;2722;2;23088
"419";3085;3281;1093;1;7547
"420";3085;3282;1093;1;7547
"421";3085;3283;1225;2;7547
"422";3085;3284;1225;2;7547
"423";3085;3285;1093;1;7547
"424";3085;3286;1093;1;7547
"425";3085;3287;1225;2;7547
"426";3085;3288;1093;1;7547
"427";3085;3289;1093;1;7547
"428";3085;3290;2722;2;23088
"429";3085;3291;1093;1;7547
"430";3085;3292;1093;1;7547
"431";3085;3293;1225;1;7547
"432";3085;3294;1225;1;7547
"433";3085;3295;1225;1;7547
"434";3085;3296;1225;1;7547
"435";3085;3297;1225;1;7547
"436";3085;3298;1093;1;7547
"437";3085;3299;189;1;7547
"438";3085;3300;189;1;7547
"439";3085;3301;189;1;214
"440";3085;3302;189;1;214
"441";3085;3303;33;1;35
"442";3085;3304;33;1;35
"443";3085;3305;1460;2;7547
"444";3085;3306;1460;2;7547
"445";3085;3307;1225;2;7547
"446";3085;3308;1225;2;7547
"447";3085;3309;1225;1;7547
"448";3085;3310;1225;1;7547
"449";3085;3311;1225;1;7547
"450";3085;3312;1093;1;7547
"451";3085;3313;1093;1;7547
"452";3085;3314;189;1;7547
"453";3085;3315;189;1;7547
"454";3085;3316;189;1;7547
"455";3085;3317;189;1;7547
"456";3085;3318;189;1;396
"457";3085;3319;189;1;214
"458";3085;3320;189;1;214
"459";3085;3321;189;1;214
"460";3085;3322;189;1;214
"461";3085;3323;33;1;35
"462";3085;3324;33;1;35
"463";3085;3325;33;1;35
"464";3085;3326;33;1;35
"465";3085;3327;228540;2;292594
"466";3085;3328;1093;1;7547
"467";3085;3329;189;1;7547
"468";3085;3330;1093;1;7547
"469";3085;3331;1093;1;7547
"470";3085;3332;1093;1;7547
"471";3085;3333;1093;1;7547
"472";3085;3334;1093;1;7547
"473";3085;3335;1093;1;7547
"474";3085;3336;1093;1;7547
"475";3085;3337;1093;1;7547
"476";3085;3338;1093;1;7547
"477";3085;3339;189;1;214
"478";3085;3340;189;1;214
"479";3085;3341;1093;1;7547
"480";3085;3342;1093;1;7547
"481";3085;3343;189;1;396
"482";3085;3344;189;1;396
"483";3085;3345;189;1;396
"484";3085;3346;189;1;396
"485";3085;3347;189;1;396
"486";3085;3348;189;1;214
"487";3085;3349;189;1;214
"488";3085;3350;189;1;214
"489";3085;3351;228540;2;292594
"490";3085;3352;1093;1;7547
"491";3085;3353;228540;2;292594
"492";3085;3354;1225;1;7547
"493";3085;3355;1093;1;7547
"494";3085;3356;1093;1;7547
"495";3085;3357;1093;1;7547
"496";3085;3358;1093;1;7547
"497";3085;3359;1093;1;7547
"498";3085;3360;2722;2;7547
"499";3085;3361;1225;2;7547
"500";3085;3362;1093;1;7547
"501";3085;3363;1093;1;7547
"502";3085;3364;1093;1;7547
"503";3085;3365;3862;2;24164
"504";3085;3366;1093;1;7547
"505";3085;3367;1093;1;7547
"506";3085;3368;1093;1;7547
"507";3085;3369;189;1;7547
"508";3085;3370;189;1;7547
"509";3085;3371;189;1;7547
"510";3085;3372;189;1;7547
"511";3085;3373;1093;1;7547
"512";3085;3374;1225;2;7547
"513";3085;3375;1225;1;7547
"514";3085;3376;1225;1;7547
"515";3085;3377;1225;1;7547
"516";3085;3378;1093;1;7547
"517";3085;3379;189;1;396
"518";3085;3380;189;1;7547
"519";3085;3381;189;1;214
"520";3085;3382;189;1;214
"521";3085;3383;189;1;396
"522";3085;3384;189;1;396
"523";3085;3385;189;1;396
"524";3085;3386;1093;1;7547
"525";3085;3387;1093;1;7547
"526";3085;3388;1093;1;7547
"527";3085;3389;1225;2;7547
"528";3085;3390;189;1;214
"529";3085;3391;6448;2;24164
"530";3085;3392;1225;2;7547
"531";3085;3393;1093;1;7547
"532";3085;3394;1093;1;7547
"533";3085;3395;1093;1;7547
"534";3085;3396;1093;1;7547
"535";3085;3397;1093;1;7547
"536";3085;3398;1093;1;7547
"537";3085;3399;189;1;214
"538";3085;3400;1093;1;7547
"539";3085;3401;1093;1;7547
"540";3085;3402;189;1;7547
"541";3085;3403;2722;2;7547
"542";3085;3404;189;1;7547
"543";3085;3405;6448;2;24164
"544";3584;3851;2799;2;5788
"545";3584;3852;2799;2;5788
"546";3584;3853;1475;1;5029
"547";3584;3854;1475;1;5029
"548";3584;3855;1475;1;5029
"549";3584;3856;2087;2;5788
"550";3584;3857;3825;2;6076
"551";3584;3858;3577;2;5788
"552";3584;3859;2087;2;5029
"553";3584;3860;2799;2;5788
"554";3584;3861;1475;1;5029
"555";3584;3862;1475;1;5029
"556";3584;3863;1475;1;5029
"557";3584;3864;1461;1;2705
"558";3584;3865;1461;1;2705
"559";3584;3866;2087;2;5788
"560";3584;3867;1475;1;5029
"561";3584;3868;1461;1;5029
"562";3584;3869;1461;1;2355
"563";3584;3870;1461;1;5029
"564";3584;3871;1461;1;5029
"565";3584;3872;1461;1;5029
"566";3584;3873;1461;1;5029
"567";3584;3874;2087;2;5788
"568";3584;3875;1475;1;5029
"569";3584;3876;2799;2;5788
"570";3584;3877;1461;1;5029
"571";3584;3878;7976;2;10205
"572";3584;3879;1475;1;5029
"573";3584;3880;2799;2;5788
"574";3584;3881;3577;2;5788
"575";3584;3882;2799;2;5788
"576";3584;3883;2087;2;5788
"577";3584;3884;1475;1;5029
"578";3584;3885;1475;1;5029
"579";3584;3886;1475;1;5029
"580";3584;3887;1461;1;2355
"581";3584;3888;1461;1;2355
"582";3584;3889;2087;2;5029
"583";3584;3890;1475;2;5029
"584";3584;3891;1475;1;5029
"585";3584;3892;1461;1;5029
"586";3584;3893;1461;1;5029
"587";3584;3894;1461;1;5029
"588";3584;3895;1461;1;5029
"589";3584;3896;1461;1;1450
"590";3584;3897;1461;1;1450
"591";3584;3898;1475;1;5029
"592";3584;3899;7976;2;10205
"593";3584;3900;1475;1;5029
"594";3584;3901;1461;1;5029
"595";3584;3902;1461;1;1450
"596";3584;3903;17;1;487
"597";3584;3904;17;1;487
"598";3584;3905;2087;2;5788
"599";3584;3906;2087;2;5788
"600";3584;3907;1461;1;2705
"601";3584;3908;1475;1;5029
"602";3584;3909;3577;2;5788
"603";3584;3910;1461;1;5029
"604";3584;3911;3577;2;6076
"605";3584;3912;1461;1;5029
"606";3584;3913;1461;1;5029
"607";3584;3914;1461;1;2705
"608";3584;3915;1461;1;2355
"609";3584;3916;1461;1;2355
"610";3584;3917;1475;1;5029
"611";3584;3918;2087;2;5029
"612";3584;3919;2087;2;5029
"613";3584;3920;1461;1;5029
"614";3584;3921;1461;1;5029
"615";3584;3922;1475;2;5029
"616";3584;3923;1461;1;5029
"617";3584;3924;1461;1;5029
"618";3584;3925;1461;1;5029
"619";3584;3926;1461;1;5029
"620";3584;3927;1461;1;5029
"621";3584;3928;1461;1;2705
"622";3584;3929;2799;2;5788
"623";3584;3930;1461;1;2705
"624";3584;3931;1461;1;5029
"625";3584;3932;1475;1;5029
"626";3584;3933;2799;2;5788
"627";3584;3934;1475;1;5029
"628";3584;3935;2087;2;5788
"629";3584;3936;1461;1;2705
"630";3584;3937;1461;1;2705
"631";3584;3938;1475;1;5029
"632";3584;3939;1461;1;5029
"633";3584;3940;1475;1;5029
"634";3584;3941;1461;1;2705
"635";3584;3942;3577;2;5788
"636";4007;4135;13781;2;157853
"637";4007;4136;13199;2;157853
"638";4007;4137;141734;2;179649
"639";4007;4138;13781;2;157853
"640";4007;4139;13199;2;157853
"641";4007;4140;7369;2;30206
"642";4007;4141;7369;2;87183
"643";4007;4142;7369;2;30206
"644";4007;4143;7369;2;30206
"645";4007;4144;13781;2;157853
"646";4007;4145;13199;2;157853
"647";4007;4146;7369;2;87183
"648";4007;4147;141734;2;297128
"649";4007;4148;13199;2;157853
"650";4007;4149;7369;2;87183
"651";4007;4150;7369;2;87183
"652";4007;4151;7369;1;30206
"653";4007;4152;7369;1;30206
"654";4007;4153;467;1;14479
"655";4007;4154;141734;2;179649
"656";4007;4155;14455;2;157853
"657";4007;4156;7369;2;87183
"658";4007;4157;7369;2;87183
"659";4007;4158;7369;2;87183
"660";4007;4159;7369;2;87183
"661";4007;4160;7369;2;30206
"662";4007;4161;7369;1;30206
"663";4007;4162;467;1;14479
"664";4007;4163;0;0;0
"665";4007;4164;141734;2;297128
"666";4007;4165;13781;2;157853
"667";4007;4166;13199;2;157853
"668";4007;4167;13199;2;157853
"669";4007;4168;13199;2;157853
"670";4007;4169;7369;2;87183
"671";4007;4170;7369;2;30206
"672";4007;4171;7369;2;30206
"673";4007;4172;7369;2;87183
"674";4007;4173;7369;2;30206
"675";4007;4174;7369;2;30206
"676";4007;4175;13199;2;157853
"677";4007;4176;141734;2;297128
"678";4007;4177;13781;2;157853
"679";4007;4178;13781;2;157853
"680";4007;4179;7369;2;30206
"681";4007;4180;141734;3;297128
"682";4007;4181;7369;2;87183
"683";4007;4182;141734;3;297128
"684";4007;4183;13781;2;157853
"685";4007;4184;7369;2;30206
"686";4007;4185;141734;2;297128
"687";4007;4186;13199;2;157853
"688";4445;4973;93718;2;93555
"689";4445;4974;275806;2;312200
"690";4445;4975;275806;2;312200
"691";4445;4976;502999;3;510883
"692";4445;4977;3341;2;92159
"693";4445;4978;0;0;0
"694";4445;4979;3341;2;92159
"695";4445;4980;3341;2;92159
"696";4445;4981;3341;2;92159
"697";4445;4982;0;0;0
"698";4445;4983;0;0;0
"699";4445;4984;93718;2;93555
"700";4445;4985;93718;2;93555
"701";4445;4986;93718;2;93555
"702";4445;4987;93718;2;93555
"703";4445;4988;93718;2;93555
"704";4445;4989;93718;2;312200
"705";4445;4990;275806;2;312200
"706";4445;4991;502999;3;575494
"707";4445;4992;275806;2;312200
"708";4445;4993;502999;3;575494
"709";4445;4994;93718;2;312200
"710";4445;4995;502999;3;510883
"711";4445;4996;502999;3;575494
"712";4445;4997;93718;2;93555
"713";4445;4998;0;2;3878
"714";4445;4999;93718;2;93555
"715";4445;5000;93718;2;93555
"716";4445;5001;93718;2;93555
"717";4445;5002;3341;2;10024
"718";4445;5003;3341;2;10024
"719";4445;5004;3341;2;10024
"720";4445;5005;0;2;3878
"721";4445;5006;0;2;3878
"722";4445;5007;0;2;3878
"723";4445;5008;502999;3;575494
"724";4445;5009;275806;3;510883
"725";4445;5010;93718;2;93555
"726";4445;5011;93718;2;93555
"727";4445;5012;93718;2;93555
"728";4445;5013;93718;2;93555
"729";4445;5014;93718;2;93555
"730";4445;5015;3341;2;10024
"731";4445;5016;3341;2;10024
"732";4445;5017;3341;2;10024
"733";4445;5018;3341;2;10024
"734";4445;5019;3341;2;10024
"735";4445;5020;3341;2;10024
"736";4445;5021;275806;2;312200
"737";4445;5022;502999;3;510883
"738";4445;5023;0;2;3878
"739";4445;5024;0;2;3878
"740";4445;5025;93718;2;93555
"741";4445;5026;93718;2;93555
"742";4445;5027;0;2;3878
"743";4445;5028;0;2;3878
"744";4445;5029;0;2;3878
"745";4445;5030;502999;3;575494
"746";4445;5031;502999;3;575494
"747";4445;5032;93718;2;98709
"748";4445;5033;502999;3;575494
"749";4445;5034;502999;3;510883
"750";4445;5035;502999;3;575494
"751";4445;5036;502999;3;510883
"752";4445;5037;502999;3;575494
"753";4445;5038;502999;3;575494
"754";4445;5039;502999;3;575494
"755";4445;5040;502999;3;575494
"756";4445;5041;3341;2;10024
"757";4445;5042;502999;3;575494
"758";4445;5043;502999;3;575494
"759";4445;5044;275806;2;312200
"760";4445;5045;502999;3;575494
"761";4445;5046;502999;3;510883
"762";4445;5047;502999;3;575494
"763";4445;5048;502999;3;575494
"764";4445;5049;502999;3;575494
"765";4445;5050;502999;3;510883
"766";4445;5051;502999;3;575494
"767";4614;5151;12097;3;37241
"768";4614;5152;996;1;1032
"769";4614;5153;996;1;1032
"770";4614;5154;10;1;884
"771";4614;5155;12097;3;37241
"772";4614;5156;12097;3;37241
"773";4614;5157;12097;3;37241
"774";4614;5158;996;1;1032
"775";4614;5159;996;1;1032
"776";4614;5160;10;1;884
"777";4614;5161;996;1;1032
"778";4614;5162;996;1;1032
"779";4614;5163;996;1;1032
"780";4614;5164;996;1;1032
"781";4614;5165;10;1;884
"782";4614;5166;10;1;884
"783";4614;5167;10;1;884
"784";4614;5168;12097;3;37241
"785";4614;5169;996;2;21819
"786";4614;5170;996;2;21819
"787";4614;5171;996;1;1032
"788";4614;5172;996;1;1032
"789";4614;5173;10;1;884
"790";4614;5174;996;1;1032
"791";4614;5175;996;1;1032
"792";4614;5176;996;1;1032
"793";4614;5177;996;1;1032
"794";4614;5178;10;1;884
"795";4614;5179;10;1;884
"796";4614;5180;10;1;884
"797";4614;5181;996;1;1032
"798";4614;5182;996;1;1032
"799";4614;5183;10;1;884
"800";4614;5184;10;1;884
"801";4614;5185;996;1;1032
"802";4614;5186;996;1;1032
"803";4614;5187;996;1;1032
"804";4614;5188;996;1;1032
"805";4614;5189;996;1;1032
"806";4614;5190;996;1;1032
"807";4614;5191;10;1;884
"808";4614;5192;10;1;884
"809";4614;5193;10;1;884
"810";4614;5194;10;1;884
"811";4614;5195;996;2;21819
"812";4867;5344;364;2;400
"813";4867;5345;1340;2;1625
"814";4867;5346;1340;2;1625
"815";4867;5347;9;2;121
"816";4867;5348;9;2;121
"817";4867;5349;9;2;121
"818";4867;5350;9;2;11
"819";4867;5351;364;2;400
"820";4867;5352;364;2;400
"821";4867;5353;364;2;400
"822";4867;5354;364;2;400
"823";4867;5355;9;2;11
"824";4867;5356;9;2;11
"825";4867;5357;364;2;400
"826";4867;5358;2722;5;5590
"827";4867;5359;364;2;400
"828";4867;5360;364;2;400
"829";4867;5361;848;2;1149
"830";4867;5362;2722;5;5590
"831";4867;5363;9;2;121
"832";4867;5364;9;2;121
"833";4867;5365;9;2;121
"834";4867;5366;9;2;11
"835";4867;5367;9;2;11
"836";4867;5368;0;0;0
"837";4867;5369;364;2;400
"838";4867;5370;9;2;11
"839";4867;5371;9;2;11
"840";4867;5372;9;2;11
"841";4867;5373;9;2;11
"842";4867;5374;9;2;11
"843";4867;5375;9;2;121
