"";"seq.id";"seq.type";"pids";"max.loc.diff";"max.ad.diff";"max.lc.diff";"has.dead";"has.alive";"has.mixed";"loc.seq";"ad.seq";"lc.seq"
"43";"3762";"B";"15700|325178";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"44";"3763";"B";"15700|41745|155830|322065|307140|325178";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"18581|19147|20613|39030|39856|43701|42595|44016|45807|46752|47050|50047|51536|53859|57946|59790|61529|64176|65083|74292|74584|76407|78810|89271|90126|90156|90424|90424|90914|90922|91077|91180|91180|91963|92638|92638|90555|93831|108198|109374|109536|125019|125982|126859|127124|129318|129400|129121|129332|129555|129683|130209|130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|1|0|1|1|1|1|0|1|1|0|1|1|1|2|1|1|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"15703|7914|14380|20339|11164|7911|4926|3615|61331|1745|608|4941|5687|4335|6801|2610|2361|4129|4069|10791|364|2889|3913|12161|1357|34|354|0|1046|2104|345|179|0|2061|3605|0|58281|8812|18327|2222|1512|34157|4527|3713|333|30796|132|5697|253|1363|522|1064|59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"45";"3764";"B";"15700|41745|325178";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"18581|19147|20613|39030|39856|43701|42595|44016|45807|46752|47050|50047|51536|53859|57946|59790|61529|64176|65083|74292|74584|76407|78810|89271|90126|90156|90424|90424|90914|90922|91077|91180|91180|91963|92638|92638|90555|93831|108198|109374|109536|125019|125982|126859|127124|129318|129400|129121|129332|129555|129683|130209|130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|1|0|1|1|1|1|0|1|1|0|1|1|1|2|1|1|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"15703|7914|14380|20339|11164|7911|4926|3615|61331|1745|608|4941|5687|4335|6801|2610|2361|4129|4069|10791|364|2889|3913|12161|1357|34|354|0|1046|2104|345|179|0|2061|3605|0|58281|8812|18327|2222|1512|34157|4527|3713|333|30796|132|5697|253|1363|522|1064|59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"46";"3766";"B";"41745";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"7193|7217|7217|7218|18581|19147|20613|39030|39856|43701|42595|44016|45807|46752|47050|50047|51536|53859|57946|59790|61529|64176|65083|74292|74584|76407|78810|89271|90126|90156|90424|90424|90914|90922|91077|91180|91180|91963|92638|92638|90555|93831|108198|109374|109536|125019|125982|126859|127124|129318|129400|129121|129332|129555|129683|130209|130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|1|0|1|1|1|1|0|1|1|0|1|1|1|2|1|1|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"1320|90|0|1|15703|7914|14380|20339|11164|7911|4926|3615|61331|1745|608|4941|5687|4335|6801|2610|2361|4129|4069|10791|364|2889|3913|12161|1357|34|354|0|1046|2104|345|179|0|2061|3605|0|58281|8812|18327|2222|1512|34157|4527|3713|333|30796|132|5697|253|1363|522|1064|59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"47";"3767";"B";"41745|155830|322065|307140|325178";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"90555|93831|108198|109374|109536|125019|125982|126859|127124|129318|129400|129121|129332|129555|129683|130209|130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"1|1|1|2|1|1|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"58281|8812|18327|2222|1512|34157|4527|3713|333|30796|132|5697|253|1363|522|1064|59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"48";"3768";"B";"41745";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"7193|7217|7217|7218|18581|19147|20613|39030|39856|43701|42595|44016|45807|46752|47050|50047|51536|53859|57946|59790|61529|64176|65083|74292|74584|76407|78810|89271|90126|90156|90424|90424|90914|90922|91077|91180|91180|91963|92638|92638|90555|93831|108198|109374|109536|125019|125982|126859|127124|129318|129400|129121|129332|129555|129683|130209|130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|1|0|1|1|1|1|0|1|1|0|1|1|1|2|1|1|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"1320|90|0|1|15703|7914|14380|20339|11164|7911|4926|3615|61331|1745|608|4941|5687|4335|6801|2610|2361|4129|4069|10791|364|2889|3913|12161|1357|34|354|0|1046|2104|345|179|0|2061|3605|0|58281|8812|18327|2222|1512|34157|4527|3713|333|30796|132|5697|253|1363|522|1064|59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"49";"3769";"B";"41745|325178";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"90555|93831|108198|109374|109536|125019|125982|126859|127124|129318|129400|129121|129332|129555|129683|130209|130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"1|1|1|2|1|1|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"58281|8812|18327|2222|1512|34157|4527|3713|333|30796|132|5697|253|1363|522|1064|59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"50";"3770";"B";"325178";"260681";"2";"267703";"TRUE";"TRUE";"TRUE";"18581|19147|20613|39030|39856|43701|42595|44016|45807|46752|47050|50047|51536|53859|57946|59790|61529|64176|65083|74292|74584|76407|78810|89271|90126|90156|90424|90424|90914|90922|91077|91180|91180|91963|92638|92638|90555|93831|108198|109374|109536|125019|125982|126859|127124|129318|129400|129121|129332|129555|129683|130209|130258|130284|132502|133245|134474|134888|135019|138069|127357|128811|134298|135438|136024|136055|138625|138842|399523|399523|399521|399537|400091|400437|401096|412283|416882|417083|417675|418858|418858|418872|418872|418872|418872|445422|448362|448588|448748|448761|448761|448724|448722|448722|448729|448835|448860|449249|449314|449423|450894|451516|451536|453738|453738|453738|453738|453738|453749|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758|453758";"1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|1|0|1|1|1|1|0|1|1|0|1|1|1|2|1|1|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|1|1|1|1|1|1|1|1|0|2|0|0|1|2|3|2|2|1|0|1|1|0|1|1|1|2|1|1|2|2|1|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"15703|7914|14380|20339|11164|7911|4926|3615|61331|1745|608|4941|5687|4335|6801|2610|2361|4129|4069|10791|364|2889|3913|12161|1357|34|354|0|1046|2104|345|179|0|2061|3605|0|58281|8812|18327|2222|1512|34157|4527|3713|333|30796|132|5697|253|1363|522|1064|59|70|3364|1487|3179|1494|421|3640|11972|8398|7219|2226|2178|5321|20882|459|267703|0|132|296|826|1176|911|12761|8417|311|1684|1941|0|18|0|0|8|26806|3158|562|238|51|0|73|16|0|11|182|67|1291|169|131|1477|698|138|2204|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"51";"4647";"B";"41745|155830";"34436";"2";"36912";"TRUE";"TRUE";"TRUE";"39838|54336|88772|88772|88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"0|2|1|0|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|15688|36912|0|0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"52";"4648";"B";"325178";"34436";"2";"36912";"TRUE";"TRUE";"TRUE";"19696|19696|20047|20047|21145|21145|21145|21172|39838|39838|39838|39838|39838|54336|88772|88772|88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"0|0|1|0|2|1|0|1|1|0|0|0|0|2|1|0|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|0|621|0|2392|2|0|47|18666|0|0|0|0|15688|36912|0|0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"53";"4649";"B";"360279";"34436";"2";"36912";"TRUE";"TRUE";"TRUE";"16529|19696|19696|19696|19696|19696|20047|20047|21145|21145|21145|21172|39838|39838|39838|39838|39838|54336|88772|88772|88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"2|2|0|0|0|0|1|0|2|1|0|1|1|0|0|0|0|2|1|0|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"1169|3191|0|0|0|0|621|0|2392|2|0|47|18666|0|0|0|0|15688|36912|0|0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"54";"4651";"B";"41745|155830";"11930";"2";"36912";"TRUE";"TRUE";"TRUE";"88772|88772|88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"1|0|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"36912|0|0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"55";"4652";"B";"155830|322065|307140|325178";"11930";"2";"13418";"TRUE";"TRUE";"TRUE";"88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"56";"4653";"B";"155830|325178";"34436";"2";"36912";"TRUE";"TRUE";"TRUE";"20047|20047|21145|21145|21145|21172|39838|39838|39838|39838|39838|54336|88772|88772|88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"1|0|2|1|0|1|1|0|0|0|0|2|1|0|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"621|0|2392|2|0|47|18666|0|0|0|0|15688|36912|0|0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"57";"4654";"B";"322065|325178";"34436";"2";"36912";"TRUE";"TRUE";"TRUE";"39838|39838|39838|39838|39838|54336|88772|88772|88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"1|0|0|0|0|2|1|0|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"18666|0|0|0|0|15688|36912|0|0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"58";"4655";"B";"325178";"11930";"2";"13418";"TRUE";"TRUE";"TRUE";"88772|88772|97657|97657|97657|97701|97701|86983|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|87001|85726|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97656|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658|97658";"0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|0|9901|0|0|50|0|11306|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4663|13418|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"59";"4920";"B";"322065";"42762";"2";"370910";"TRUE";"TRUE";"TRUE";"81124|81124|82712|84094|85960|98148|98280|99050|103374|108194|115124|157886|157886|157518|159374|159374|159374|159374|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|152034|152034|152034|154326|159384|169732|173134|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|187556|189136|193926|196363|199030|200462|200462|200462|200462|201189|201778|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769";"0|1|1|1|1|2|1|1|1|1|2|2|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0";"0|8|7656|25322|14694|16692|676|28594|399504|45172|15842|319118|0|83468|48536|0|0|0|35916|0|0|0|0|0|0|0|0|0|0|0|0|0|28880|0|0|46768|51426|16488|7106|894|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15716|2686|6396|14445|5405|2796|0|0|0|1009|1129|45|0|0|0|0|0|0|0|0|0|0|0|0"
"60";"4921";"B";"322065|307140|325178";"42762";"2";"370910";"TRUE";"TRUE";"TRUE";"98280|99050|103374|108194|115124|157886|157886|157518|159374|159374|159374|159374|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|152034|152034|152034|154326|159384|169732|173134|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|187556|189136|193926|196363|199030|200462|200462|200462|200462|201189|201778|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769";"1|1|1|1|2|2|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0";"676|28594|399504|45172|15842|319118|0|83468|48536|0|0|0|35916|0|0|0|0|0|0|0|0|0|0|0|0|0|28880|0|0|46768|51426|16488|7106|894|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15716|2686|6396|14445|5405|2796|0|0|0|1009|1129|45|0|0|0|0|0|0|0|0|0|0|0|0"
"61";"4922";"B";"325178";"42762";"2";"354332";"TRUE";"TRUE";"TRUE";"103374|108194|115124|157886|157886|157518|159374|159374|159374|159374|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|152034|152034|152034|154326|159384|169732|173134|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|187556|189136|193926|196363|199030|200462|200462|200462|200462|201189|201778|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769";"1|1|2|2|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0";"399504|45172|15842|319118|0|83468|48536|0|0|0|35916|0|0|0|0|0|0|0|0|0|0|0|0|0|28880|0|0|46768|51426|16488|7106|894|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15716|2686|6396|14445|5405|2796|0|0|0|1009|1129|45|0|0|0|0|0|0|0|0|0|0|0|0"
