"";"seq.id";"seq.type";"pids";"max.loc.diff";"max.ad.diff";"max.lc.diff";"has.dead";"has.alive";"has.mixed";"loc.seq";"ad.seq";"lc.seq"
"62";"4924";"B";"322065|325178";"42762";"2";"370910";"TRUE";"TRUE";"TRUE";"85960|98148|98280|99050|103374|108194|115124|157886|157886|157518|159374|159374|159374|159374|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|151966|152034|152034|152034|154326|159384|169732|173134|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|187556|189136|193926|196363|199030|200462|200462|200462|200462|201189|201778|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769";"1|2|1|1|1|1|2|2|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0";"14694|16692|676|28594|399504|45172|15842|319118|0|83468|48536|0|0|0|35916|0|0|0|0|0|0|0|0|0|0|0|0|0|28880|0|0|46768|51426|16488|7106|894|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15716|2686|6396|14445|5405|2796|0|0|0|1009|1129|45|0|0|0|0|0|0|0|0|0|0|0|0"
"63";"4925";"B";"322065";"14112";"1";"46768";"TRUE";"TRUE";"TRUE";"152034|152034|152034|154326|159384|169732|173134|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|173444|187556|189136|193926|196363|199030|200462|200462|200462|200462|201189|201778|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769";"1|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0";"28880|0|0|46768|51426|16488|7106|894|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15716|2686|6396|14445|5405|2796|0|0|0|1009|1129|45|0|0|0|0|0|0|0|0|0|0|0|0"
"64";"4927";"B";"325178";"727";"1";"2796";"TRUE";"TRUE";"TRUE";"200462|200462|200462|200462|201189|201778|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769";"1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0";"2796|0|0|0|1009|1129|45|0|0|0|0|0|0|0|0|0|0|0|0"
"65";"4928";"B";"322065|307140|325178";"14112";"1";"15716";"TRUE";"TRUE";"TRUE";"173444|187556|189136|193926|196363|199030|200462|200462|200462|200462|201189|201778|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769|201769";"0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0";"0|15716|2686|6396|14445|5405|2796|0|0|0|1009|1129|45|0|0|0|0|0|0|0|0|0|0|0|0"
"66";"5009";"B";"307140|325178";"5766";"1";"56769";"TRUE";"TRUE";"TRUE";"11424|11424|11425|17191|20009|20009|20008|24271|24415|24841|24841|24841|24841|24841|24841|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873";"1|0|1|1|1|0|1|2|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"564|0|19|56788|3738|0|5|22167|924|1312|18|0|0|0|0|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"67";"5010";"B";"307140|325178";"8358";"1";"56769";"TRUE";"TRUE";"TRUE";"1445|9803|9826|9827|9843|10660|10711|10711|10723|10723|10723|10723|10723|10723|10869|10889|10889|10906|11424|11424|11425|17191|20009|20009|20008|24271|24415|24841|24841|24841|24841|24841|24841|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873";"0|1|1|1|1|1|1|0|1|0|0|0|0|0|1|1|0|1|1|0|1|1|1|0|1|2|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|24358|1537|39|154|1015|125|0|12|0|0|0|0|0|192|86|0|25|564|0|19|56788|3738|0|5|22167|924|1312|18|0|0|0|0|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"68";"5011";"B";"325178";"5766";"1";"56769";"TRUE";"TRUE";"TRUE";"10723|10723|10869|10889|10889|10906|11424|11424|11425|17191|20009|20009|20008|24271|24415|24841|24841|24841|24841|24841|24841|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873";"0|0|1|1|0|1|1|0|1|1|1|0|1|2|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|0|192|86|0|25|564|0|19|56788|3738|0|5|22167|924|1312|18|0|0|0|0|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"69";"5012";"B";"325178";"4263";"1";"22162";"TRUE";"TRUE";"TRUE";"20009|20009|20008|24271|24415|24841|24841|24841|24841|24841|24841|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873";"1|0|1|2|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"3738|0|5|22167|924|1312|18|0|0|0|0|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"70";"5013";"B";"325178";"5766";"1";"56769";"TRUE";"TRUE";"TRUE";"10889|10906|11424|11424|11425|17191|20009|20009|20008|24271|24415|24841|24841|24841|24841|24841|24841|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873|24873";"0|1|1|0|1|1|1|0|1|2|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|25|564|0|19|56788|3738|0|5|22167|924|1312|18|0|0|0|0|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"71";"5015";"B";"325178";"1139";"1";"7355";"TRUE";"TRUE";"TRUE";"97113|97113|97113|97196|97196|97196|97196|97196|97196|97196|97196|97196|97196|97196|98335|98335|98575|98587|98587|98587|98587|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788";"0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|0|0|187|0|0|0|0|0|0|0|0|0|0|7355|0|600|112|0|0|0|713|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"72";"5018";"B";"325178";"1139";"1";"7355";"TRUE";"TRUE";"TRUE";"97196|97196|98335|98335|98575|98587|98587|98587|98587|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788|98788";"0|0|1|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|0|7355|0|600|112|0|0|0|713|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"73";"5019";"B";"325178";"55472";"2";"79901";"TRUE";"TRUE";"TRUE";"1150436|1161124|1170314|1171790|1190292|1194569|1250041|1229866|1228938|1232985|1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"3|4|2|1|2|1|2|2|2|2|3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"15536|21472|11582|10796|34420|5739|84332|114063|34162|10315|11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"74";"5022";"B";"325178";"274747";"2";"265235";"TRUE";"TRUE";"TRUE";"383888|396376|671123|747246|832951|955463|972401|966092|965869|964907|966728|972620|1042202|1043050|1043107|1045535|1048193|1039820|1038856|1042202|1073977|1090656|1094655|1099208|1101019|1104228|1106961|1110186|1112082|1116170|1120497|1123408|1127135|1131384|1095698|1096101|1097681|1103710|1114651|1123615|1132083|1135477|1135309|1136355|1160091|1092844|1117119|1117295|1130904|1131376|1138617|1140206|1150436|1161124|1170314|1171790|1190292|1194569|1250041|1229866|1228938|1232985|1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"1|1|1|1|1|2|2|2|2|2|2|1|2|2|2|1|2|2|1|2|1|2|2|2|2|2|2|2|2|3|2|2|1|1|2|2|3|3|3|2|3|2|2|3|1|2|2|1|2|2|2|2|3|4|2|1|2|1|2|2|2|2|3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"36674|15118|280353|103603|95329|169270|81104|93913|21069|3932|4825|9456|121824|7864|14135|4714|22816|23899|33146|6330|38683|35369|18009|11403|7957|7229|9223|9357|9494|15150|30645|3623|5795|7381|131014|41335|8136|14469|15385|16212|34726|5046|5872|6082|86204|94519|33059|306|36601|21590|10391|3135|15536|21472|11582|10796|34420|5739|84332|114063|34162|10315|11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"75";"5023";"B";"325178";"13646";"2";"34062";"TRUE";"TRUE";"TRUE";"1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"76";"5026";"B";"325178";"69582";"2";"123633";"TRUE";"TRUE";"TRUE";"965869|964907|966728|972620|1042202|1043050|1043107|1045535|1048193|1039820|1038856|1042202|1073977|1090656|1094655|1099208|1101019|1104228|1106961|1110186|1112082|1116170|1120497|1123408|1127135|1131384|1095698|1096101|1097681|1103710|1114651|1123615|1132083|1135477|1135309|1136355|1160091|1092844|1117119|1117295|1130904|1131376|1138617|1140206|1150436|1161124|1170314|1171790|1190292|1194569|1250041|1229866|1228938|1232985|1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"2|2|2|1|2|2|2|1|2|2|1|2|1|2|2|2|2|2|2|2|2|3|2|2|1|1|2|2|3|3|3|2|3|2|2|3|1|2|2|1|2|2|2|2|3|4|2|1|2|1|2|2|2|2|3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"21069|3932|4825|9456|121824|7864|14135|4714|22816|23899|33146|6330|38683|35369|18009|11403|7957|7229|9223|9357|9494|15150|30645|3623|5795|7381|131014|41335|8136|14469|15385|16212|34726|5046|5872|6082|86204|94519|33059|306|36601|21590|10391|3135|15536|21472|11582|10796|34420|5739|84332|114063|34162|10315|11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"77";"5027";"B";"325178";"67247";"2";"123633";"TRUE";"TRUE";"TRUE";"1042202|1043050|1043107|1045535|1048193|1039820|1038856|1042202|1073977|1090656|1094655|1099208|1101019|1104228|1106961|1110186|1112082|1116170|1120497|1123408|1127135|1131384|1095698|1096101|1097681|1103710|1114651|1123615|1132083|1135477|1135309|1136355|1160091|1092844|1117119|1117295|1130904|1131376|1138617|1140206|1150436|1161124|1170314|1171790|1190292|1194569|1250041|1229866|1228938|1232985|1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"2|2|2|1|2|2|1|2|1|2|2|2|2|2|2|2|2|3|2|2|1|1|2|2|3|3|3|2|3|2|2|3|1|2|2|1|2|2|2|2|3|4|2|1|2|1|2|2|2|2|3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"121824|7864|14135|4714|22816|23899|33146|6330|38683|35369|18009|11403|7957|7229|9223|9357|9494|15150|30645|3623|5795|7381|131014|41335|8136|14469|15385|16212|34726|5046|5872|6082|86204|94519|33059|306|36601|21590|10391|3135|15536|21472|11582|10796|34420|5739|84332|114063|34162|10315|11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"78";"5028";"B";"325178";"1883";"2";"4297";"TRUE";"TRUE";"TRUE";"1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"79";"5029";"B";"325178";"67247";"2";"123633";"TRUE";"TRUE";"TRUE";"1073977|1090656|1094655|1099208|1101019|1104228|1106961|1110186|1112082|1116170|1120497|1123408|1127135|1131384|1095698|1096101|1097681|1103710|1114651|1123615|1132083|1135477|1135309|1136355|1160091|1092844|1117119|1117295|1130904|1131376|1138617|1140206|1150436|1161124|1170314|1171790|1190292|1194569|1250041|1229866|1228938|1232985|1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"1|2|2|2|2|2|2|2|2|3|2|2|1|1|2|2|3|3|3|2|3|2|2|3|1|2|2|1|2|2|2|2|3|4|2|1|2|1|2|2|2|2|3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"38683|35369|18009|11403|7957|7229|9223|9357|9494|15150|30645|3623|5795|7381|131014|41335|8136|14469|15385|16212|34726|5046|5872|6082|86204|94519|33059|306|36601|21590|10391|3135|15536|21472|11582|10796|34420|5739|84332|114063|34162|10315|11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"80";"5030";"B";"325178";"67247";"2";"80122";"TRUE";"TRUE";"TRUE";"1097681|1103710|1114651|1123615|1132083|1135477|1135309|1136355|1160091|1092844|1117119|1117295|1130904|1131376|1138617|1140206|1150436|1161124|1170314|1171790|1190292|1194569|1250041|1229866|1228938|1232985|1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"3|3|3|2|3|2|2|3|1|2|2|1|2|2|2|2|3|4|2|1|2|1|2|2|2|2|3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"8136|14469|15385|16212|34726|5046|5872|6082|86204|94519|33059|306|36601|21590|10391|3135|15536|21472|11582|10796|34420|5739|84332|114063|34162|10315|11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"81";"5031";"B";"325178";"69582";"2";"123633";"TRUE";"TRUE";"TRUE";"966728|972620|1042202|1043050|1043107|1045535|1048193|1039820|1038856|1042202|1073977|1090656|1094655|1099208|1101019|1104228|1106961|1110186|1112082|1116170|1120497|1123408|1127135|1131384|1095698|1096101|1097681|1103710|1114651|1123615|1132083|1135477|1135309|1136355|1160091|1092844|1117119|1117295|1130904|1131376|1138617|1140206|1150436|1161124|1170314|1171790|1190292|1194569|1250041|1229866|1228938|1232985|1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"2|1|2|2|2|1|2|2|1|2|1|2|2|2|2|2|2|2|2|3|2|2|1|1|2|2|3|3|3|2|3|2|2|3|1|2|2|1|2|2|2|2|3|4|2|1|2|1|2|2|2|2|3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"4825|9456|121824|7864|14135|4714|22816|23899|33146|6330|38683|35369|18009|11403|7957|7229|9223|9357|9494|15150|30645|3623|5795|7381|131014|41335|8136|14469|15385|16212|34726|5046|5872|6082|86204|94519|33059|306|36601|21590|10391|3135|15536|21472|11582|10796|34420|5739|84332|114063|34162|10315|11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"82";"5032";"B";"325178";"67247";"2";"123633";"TRUE";"TRUE";"TRUE";"1048193|1039820|1038856|1042202|1073977|1090656|1094655|1099208|1101019|1104228|1106961|1110186|1112082|1116170|1120497|1123408|1127135|1131384|1095698|1096101|1097681|1103710|1114651|1123615|1132083|1135477|1135309|1136355|1160091|1092844|1117119|1117295|1130904|1131376|1138617|1140206|1150436|1161124|1170314|1171790|1190292|1194569|1250041|1229866|1228938|1232985|1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"2|2|1|2|1|2|2|2|2|2|2|2|2|3|2|2|1|1|2|2|3|3|3|2|3|2|2|3|1|2|2|1|2|2|2|2|3|4|2|1|2|1|2|2|2|2|3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"22816|23899|33146|6330|38683|35369|18009|11403|7957|7229|9223|9357|9494|15150|30645|3623|5795|7381|131014|41335|8136|14469|15385|16212|34726|5046|5872|6082|86204|94519|33059|306|36601|21590|10391|3135|15536|21472|11582|10796|34420|5739|84332|114063|34162|10315|11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"83";"5033";"B";"325178";"7494";"2";"16546";"TRUE";"TRUE";"TRUE";"1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"84";"5041";"B";"360279";"13646";"2";"34062";"TRUE";"TRUE";"TRUE";"1232985|1234488|1248134|1261052|1266739|1270778|1273193|1275117|1267145|1274639|1279850|1281016|1281147|1282183|1287973|1288106|1288144|1288241|1290124|1290555|1291570|1291781|1292268|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310|1292310";"2|3|3|2|3|2|2|2|2|3|2|2|2|3|2|2|1|2|3|2|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"10315|11105|22880|15436|8753|7283|4897|2640|36702|20156|15927|6412|249|1796|7662|3365|150|235|4477|807|2297|441|2643|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"85";"5581";"B";"307140";"228540";"2";"292594";"TRUE";"TRUE";"TRUE";"312395|262843|34303|37677|38193|40195|42761|49209|51635|55497|57267|57983|60705|62165|63255|63936|64093|64093|64532|65140|65127|66352|66349|66353|66353|66391|66386|66386|66424|66424|66651|66651|66885|66885|67054|67097|67269|67502|68595|68595|68595|68595|68595|68595|68595|68565|68565|68565|68565|68565|68565|68565|68567|68756|68761|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794";"4|4|3|2|2|3|3|4|2|3|5|3|3|2|2|1|1|0|2|2|1|1|2|1|0|1|1|0|1|0|1|0|1|1|2|1|1|1|2|1|0|0|0|0|0|1|0|0|0|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"51554|80960|305148|12554|6428|17158|4362|8516|3406|27570|4482|3768|7030|1652|1974|1379|157|0|639|802|2043|7049|1359|18|0|220|7|0|136|0|227|0|636|2|1325|49|1428|3075|7559|12|0|0|0|0|0|396|0|0|0|0|0|0|8|219|5|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"86";"5583";"B";"12053";"1093";"1";"7547";"TRUE";"TRUE";"TRUE";"66391|66386|66386|66424|66424|66651|66651|66885|66885|67054|67097|67269|67502|68595|68595|68595|68595|68595|68595|68595|68565|68565|68565|68565|68565|68565|68565|68567|68756|68761|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794";"1|1|0|1|0|1|0|1|1|2|1|1|1|2|1|0|0|0|0|0|1|0|0|0|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"220|7|0|136|0|227|0|636|2|1325|49|1428|3075|7559|12|0|0|0|0|0|396|0|0|0|0|0|0|8|219|5|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"87";"5584";"B";"12053";"189";"1";"396";"TRUE";"TRUE";"TRUE";"68565|68565|68565|68565|68565|68565|68565|68567|68756|68761|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794";"1|0|0|0|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"396|0|0|0|0|0|0|8|219|5|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"88";"5585";"B";"12053|41745|307140|325178";"228540";"2";"292594";"TRUE";"TRUE";"TRUE";"91321|128765|137551|161065|187121|216429|238805|264885|275369|276301|266317|270425|273363|293233|312395|262843|34303|37677|38193|40195|42761|49209|51635|55497|57267|57983|60705|62165|63255|63936|64093|64093|64532|65140|65127|66352|66349|66353|66353|66391|66386|66386|66424|66424|66651|66651|66885|66885|67054|67097|67269|67502|68595|68595|68595|68595|68595|68595|68595|68565|68565|68565|68565|68565|68565|68565|68567|68756|68761|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794";"3|3|2|3|2|2|3|3|5|4|4|4|4|3|4|4|3|2|2|3|3|4|2|3|5|3|3|2|2|1|1|0|2|2|1|1|2|1|0|1|1|0|1|0|1|0|1|1|2|1|1|1|2|1|0|0|0|0|0|1|0|0|0|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"67318|79300|12250|37334|50544|179960|310988|163580|99012|110448|29656|21420|177114|25502|51554|80960|305148|12554|6428|17158|4362|8516|3406|27570|4482|3768|7030|1652|1974|1379|157|0|639|802|2043|7049|1359|18|0|220|7|0|136|0|227|0|636|2|1325|49|1428|3075|7559|12|0|0|0|0|0|396|0|0|0|0|0|0|8|219|5|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"89";"5586";"B";"12053|325178";"189";"1";"214";"TRUE";"TRUE";"TRUE";"68565|68565|68567|68756|68761|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794|68794";"0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0";"0|0|8|219|5|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
