"";"seq";"variable";"pid";"coefficient";"level";"value";"revlevel";"sequence"
"1";NA;"LOC";627;"haar";1;81983,3744243307;6;1
"2";NA;"LOC";627;"haar";1;93154,2473535158;6;2
"3";NA;"LOC";627;"haar";1;110959,196103793;6;3
"4";NA;"LOC";627;"haar";1;116499,37773439;6;4
"5";NA;"LOC";627;"haar";1;125592,063833667;6;5
"6";NA;"LOC";627;"haar";1;127457,411522438;6;6
"7";NA;"LOC";627;"haar";1;128685,656001359;6;7
"8";NA;"LOC";627;"haar";1;147797,338083269;6;8
"9";NA;"LOC";627;"haar";1;166472,028174405;6;9
"10";NA;"LOC";627;"haar";1;167540,466520778;6;10
"11";NA;"LOC";627;"haar";1;173975,138229576;6;11
"12";NA;"LOC";627;"haar";1;181207,426387552;6;12
"13";NA;"LOC";627;"haar";1;182105,451999659;6;13
"14";NA;"LOC";627;"haar";1;183250,964985181;6;14
"15";NA;"LOC";627;"haar";1;183250,964985181;6;15
"16";NA;"LOC";627;"haar";1;183250,964985181;6;16
"17";NA;"LOC";627;"haar";1;184942,364405779;6;17
"18";NA;"LOC";627;"haar";1;185368,042688053;6;18
"19";NA;"LOC";627;"haar";1;187499,26252655;6;19
"20";NA;"LOC";627;"haar";1;187779,2768119;6;20
"21";NA;"LOC";627;"haar";1;188070,604805748;6;21
"22";NA;"LOC";627;"haar";1;188839,936983679;6;22
"23";NA;"LOC";627;"haar";1;189534,315842805;6;23
"24";NA;"LOC";627;"haar";1;192968,733479028;6;24
"25";NA;"LOC";627;"haar";1;199013,789351391;6;25
"26";NA;"LOC";627;"haar";1;200058,893173985;6;26
"27";NA;"LOC";627;"haar";1;201197,335091695;6;27
"28";NA;"LOC";627;"haar";1;201533,210812759;6;28
"29";NA;"LOC";627;"haar";1;236229,526352021;6;29
"30";NA;"LOC";627;"haar";1;276689,469264734;6;30
"31";NA;"LOC";627;"haar";1;285079,998330293;6;31
"32";NA;"LOC";627;"haar";1;286361,275817803;6;32
"33";NA;"LOC";627;"haar";1;287616,390354409;6;33
"34";NA;"LOC";627;"haar";1;288523,608354672;6;34
"35";NA;"LOC";627;"haar";1;288595,026139572;6;35
"36";NA;"LOC";627;"haar";1;288915,345511449;6;36
"37";NA;"LOC";627;"haar";1;289017,16888794;6;37
"38";NA;"LOC";627;"haar";1;289043,331838844;6;38
"39";NA;"LOC";627;"haar";1;289126,063332243;6;39
"40";NA;"LOC";627;"haar";1;289127,477545805;6;40
"41";NA;"LOC";627;"haar";1;289446,38270412;6;41
"42";NA;"LOC";627;"haar";1;290856,353625806;6;42
"43";NA;"LOC";627;"haar";2;123841;5;1
"44";NA;"LOC";627;"haar";2;160837,5;5;2
"45";NA;"LOC";627;"haar";2;178933;5;3
"46";NA;"LOC";627;"haar";2;195503;5;4
"47";NA;"LOC";627;"haar";2;236182,5;5;5
"48";NA;"LOC";627;"haar";2;251152;5;6
"49";NA;"LOC";627;"haar";2;258346;5;7
"50";NA;"LOC";627;"haar";2;259156;5;8
"51";NA;"LOC";627;"haar";2;261849;5;9
"52";NA;"LOC";627;"haar";2;265362;5;10
"53";NA;"LOC";627;"haar";2;266516;5;11
"54";NA;"LOC";627;"haar";2;270470,5;5;12
"55";NA;"LOC";627;"haar";2;282187;5;13
"56";NA;"LOC";627;"haar";2;284773,5;5;14
"57";NA;"LOC";627;"haar";2;362688,5;5;15
"58";NA;"LOC";627;"haar";2;404070;5;16
"59";NA;"LOC";627;"haar";2;407392,5;5;17
"60";NA;"LOC";627;"haar";2;408361,5;5;18
"61";NA;"LOC";627;"haar";2;408750,5;5;19
"62";NA;"LOC";627;"haar";2;408887;5;20
"63";NA;"LOC";627;"haar";2;410336;5;21
"64";NA;"LOC";627;"haar";3;240254,024597144;4;1
"65";NA;"LOC";627;"haar";3;305247,744389905;4;2
"66";NA;"LOC";627;"haar";3;360269,490800984;4;3
"67";NA;"LOC";627;"haar";3;368406,168532097;4;4
