"";"seq";"variable";"pid";"coefficient";"level";"value";"revlevel";"sequence"
"1";NA;"LOC";52;"haar";1;9671,80655306959;6;1
"2";NA;"LOC";52;"haar";1;19,7989898732194;6;2
"3";NA;"LOC";52;"haar";1;49317,869560637;6;3
"4";NA;"LOC";52;"haar";1;1245,92214845071;6;4
"5";NA;"LOC";52;"haar";1;6957,93072687564;6;5
"6";NA;"LOC";52;"haar";1;10248,8056865178;6;6
"7";NA;"LOC";52;"haar";1;596,798123321438;6;7
"8";NA;"LOC";52;"haar";1;8420,22755036943;6;8
"9";NA;"LOC";52;"haar";1;1480,68159980464;6;9
"10";NA;"LOC";52;"haar";1;7629,68216900283;6;10
"11";NA;"LOC";52;"haar";1;3406,84047175679;6;11
"12";NA;"LOC";52;"haar";1;1101,67236508863;6;12
"13";NA;"LOC";52;"haar";1;5659,68267661711;6;13
"14";NA;"LOC";52;"haar";1;277822,254328195;6;14
"15";NA;"LOC";52;"haar";1;2487,60165621428;6;15
"16";NA;"LOC";52;"haar";1;1409,97092168598;6;16
"17";NA;"LOC";52;"haar";1;1052,88199718681;6;17
"18";NA;"LOC";52;"haar";1;1334,310496099;6;18
"19";NA;"LOC";52;"haar";1;330,925973595295;6;19
"20";NA;"LOC";52;"haar";1;7626,14663509699;6;20
"21";NA;"LOC";52;"haar";1;912,167747730622;6;21
"22";NA;"LOC";52;"haar";1;905,803786699893;6;22
"23";NA;"LOC";52;"haar";1;3751,20147419465;6;23
"24";NA;"LOC";52;"haar";1;2224,55793361284;6;24
"25";NA;"LOC";52;"haar";1;-1231,7800128269;6;25
"26";NA;"LOC";52;"haar";1;17836,7685554307;6;26
"27";NA;"LOC";52;"haar";1;816,001225489308;6;27
"28";NA;"LOC";52;"haar";1;1470,78210486809;6;28
"29";NA;"LOC";52;"haar";1;142,835569799645;6;29
"30";NA;"LOC";52;"haar";1;6608,61997696944;6;30
"31";NA;"LOC";52;"haar";1;24564,1824716395;6;31
"32";NA;"LOC";52;"haar";1;199061,872612512;6;32
"33";NA;"LOC";52;"haar";1;1727,46186643874;6;33
"34";NA;"LOC";52;"haar";1;862,670273047639;6;34
"35";NA;"LOC";52;"haar";1;9,89949493668973;6;35
"36";NA;"LOC";52;"haar";1;696,500179468771;6;36
"37";NA;"LOC";52;"haar";1;3498,05724652985;6;37
"38";NA;"LOC";52;"haar";1;603,869191133301;6;38
"39";NA;"LOC";52;"haar";1;103,237590053235;6;39
"40";NA;"LOC";52;"haar";1;497,096067174105;6;40
"41";NA;"LOC";52;"haar";1;436,284883992164;6;41
"42";NA;"LOC";52;"haar";1;141,421356237377;6;42
"43";NA;"LOC";52;"haar";1;132,936074863072;6;43
"44";NA;"LOC";52;"haar";1;2944,39263686072;6;44
"45";NA;"LOC";52;"haar";1;289,20667350525;6;45
"46";NA;"LOC";52;"haar";1;4847,9240918149;6;46
"47";NA;"LOC";52;"haar";1;-149,906637611566;6;47
"48";NA;"LOC";52;"haar";1;1069,8525599353;6;48
"49";NA;"LOC";52;"haar";1;1634,12377132208;6;49
"50";NA;"LOC";52;"haar";1;0,707106781192124;6;50
"51";NA;"LOC";52;"haar";1;58,6898628384806;6;51
"52";NA;"LOC";52;"haar";1;72,8319984622067;6;52
"53";NA;"LOC";52;"haar";1;0;6;53
"54";NA;"LOC";52;"haar";2;9169;5;1
"55";NA;"LOC";52;"haar";2;35223;5;2
"56";NA;"LOC";52;"haar";2;17375;5;3
"57";NA;"LOC";52;"haar";2;9349,00000000006;5;4
"58";NA;"LOC";52;"haar";2;-1010;5;5
"59";NA;"LOC";52;"haar";2;5359;5;6
"60";NA;"LOC";52;"haar";2;164647;5;7
"61";NA;"LOC";52;"haar";2;2037,5;5;8
"62";NA;"LOC";52;"haar";2;458,5;5;9
"63";NA;"LOC";52;"haar";2;19559,5;5;10
"64";NA;"LOC";52;"haar";2;5146;5;11
"65";NA;"LOC";52;"haar";2;3055,99999999988;5;12
"66";NA;"LOC";52;"haar";2;28650,5;5;13
