"";"seq";"variable";"pid";"coefficient";"level";"value";"revlevel";"sequence"
"1";NA;"LOC";3123;"haar";1;31333,3156879383;6;1
"2";NA;"LOC";3123;"haar";1;43325,1395900809;6;2
"3";NA;"LOC";3123;"haar";1;62980,5867867234;6;3
"4";NA;"LOC";3123;"haar";1;73075,2431949426;6;4
"5";NA;"LOC";3123;"haar";1;80571,2821823012;6;5
"6";NA;"LOC";3123;"haar";1;105878,633880968;6;6
"7";NA;"LOC";3123;"haar";1;122859,096124381;6;7
"8";NA;"LOC";3123;"haar";1;126722,727576785;6;8
"9";NA;"LOC";3123;"haar";1;136213,514793871;6;9
"10";NA;"LOC";3123;"haar";1;133428,221182777;6;10
"11";NA;"LOC";3123;"haar";1;135897,43806268;6;11
"12";NA;"LOC";3123;"haar";1;138342,613312023;6;12
"13";NA;"LOC";3123;"haar";1;139261,145020785;6;13
"14";NA;"LOC";3123;"haar";1;144493,735201565;6;14
"15";NA;"LOC";3123;"haar";1;144874,865756625;6;15
"16";NA;"LOC";3123;"haar";1;146328,677298744;6;16
"17";NA;"LOC";3123;"haar";1;150560,004277364;6;17
"18";NA;"LOC";3123;"haar";1;160798,910468946;6;18
"19";NA;"LOC";3123;"haar";1;186790,741531801;6;19
"20";NA;"LOC";3123;"haar";1;207392,297601671;6;20
"21";NA;"LOC";3123;"haar";1;212611,452753609;6;21
"22";NA;"LOC";3123;"haar";1;213485,436735155;6;22
"23";NA;"LOC";3123;"haar";1;214792,170066788;6;23
"24";NA;"LOC";3123;"haar";1;218795,101555085;6;24
"25";NA;"LOC";3123;"haar";1;220486,500975683;6;25
"26";NA;"LOC";3123;"haar";1;274750,58247072;6;26
"27";NA;"LOC";3123;"haar";1;267617,996368891;6;27
"28";NA;"LOC";3123;"haar";1;278271,267134248;6;28
"29";NA;"LOC";3123;"haar";1;281145,656199771;6;29
"30";NA;"LOC";3123;"haar";1;342265,845045193;6;30
"31";NA;"LOC";3123;"haar";1;370769,319394823;6;31
"32";NA;"LOC";3123;"haar";1;387418,855664641;6;32
"33";NA;"LOC";3123;"haar";1;407918,58835802;6;33
"34";NA;"LOC";3123;"haar";1;409095,921148696;6;34
"35";NA;"LOC";3123;"haar";1;410129,711262791;6;35
"36";NA;"LOC";3123;"haar";1;418583,172831876;6;36
"37";NA;"LOC";3123;"haar";1;430709,347022444;6;37
"38";NA;"LOC";3123;"haar";1;440619,448560773;6;38
"39";NA;"LOC";3123;"haar";1;479147,575747285;6;39
"40";NA;"LOC";3123;"haar";1;484073,28158503;6;40
"41";NA;"LOC";3123;"haar";1;489902,669889132;6;41
"42";NA;"LOC";3123;"haar";1;546508,689043459;6;42
"43";NA;"LOC";3123;"haar";1;628269,324831716;6;43
"44";NA;"LOC";3123;"haar";1;631058,861083497;6;44
"45";NA;"LOC";3123;"haar";1;630457,820319488;6;45
"46";NA;"LOC";3123;"haar";1;636169,121791132;6;46
"47";NA;"LOC";3123;"haar";1;656156,202068151;6;47
"48";NA;"LOC";3123;"haar";1;596168,091179409;6;48
"49";NA;"LOC";3123;"haar";1;577762,101665123;6;49
"50";NA;"LOC";3123;"haar";1;578208,286044052;6;50
"51";NA;"LOC";3123;"haar";1;578571,0318228;6;51
"52";NA;"LOC";3123;"haar";1;578744,272984191;6;52
"53";NA;"LOC";3123;"haar";1;578857,410069181;6;53
"54";NA;"LOC";3123;"haar";1;578872,966418367;6;54
"55";NA;"LOC";3123;"haar";1;578882,158806522;6;55
"56";NA;"LOC";3123;"haar";2;75169,5;5;1
"57";NA;"LOC";3123;"haar";2;108644,5;5;2
"58";NA;"LOC";3123;"haar";2;161742;5;3
"59";NA;"LOC";3123;"haar";2;185924;5;4
"60";NA;"LOC";3123;"haar";2;190442;5;5
"61";NA;"LOC";3123;"haar";2;196295,5;5;6
"62";NA;"LOC";3123;"haar";2;204614,5;5;7
"63";NA;"LOC";3123;"haar";2;209932;5;8
"64";NA;"LOC";3123;"haar";2;245783;5;9
"65";NA;"LOC";3123;"haar";2;296987,5;5;10
"66";NA;"LOC";3123;"haar";2;302838;5;11
"67";NA;"LOC";3123;"haar";2;310619;5;12
"68";NA;"LOC";3123;"haar";2;383512,5;5;13
"69";NA;"LOC";3123;"haar";2;395567,5;5;14
"70";NA;"LOC";3123;"haar";2;504192;5;15
"71";NA;"LOC";3123;"haar";2;562388,5;5;16
"72";NA;"LOC";3123;"haar";2;579280;5;17
"73";NA;"LOC";3123;"haar";2;600540,5;5;18
"74";NA;"LOC";3123;"haar";2;650373,5;5;19
"75";NA;"LOC";3123;"haar";2;688705;5;20
"76";NA;"LOC";3123;"haar";2;830693,5;5;21
"77";NA;"LOC";3123;"haar";2;892027;5;22
"78";NA;"LOC";3123;"haar";2;913812;5;23
"79";NA;"LOC";3123;"haar";2;830094;5;24
"80";NA;"LOC";3123;"haar";2;817966,5;5;25
"81";NA;"LOC";3123;"haar";2;818548;5;26
"82";NA;"LOC";3123;"haar";2;818656,5;5;27
"83";NA;"LOC";3123;"haar";3;191192,127691296;4;1
"84";NA;"LOC";3123;"haar";3;266130,950808056;4;2
"85";NA;"LOC";3123;"haar";3;283486,179645499;4;3
"86";NA;"LOC";3123;"haar";3;322239,166788427;4;4
"87";NA;"LOC";3123;"haar";3;424140,678578611;4;5
"88";NA;"LOC";3123;"haar";3;490825,09068519;4;6
"89";NA;"LOC";3123;"haar";3;636226,043887017;4;7
"90";NA;"LOC";3123;"haar";3;807281,538217074;4;8
"91";NA;"LOC";3123;"haar";3;884529,772081189;4;9
"92";NA;"LOC";3123;"haar";3;1074376,98267467;4;10
"93";NA;"LOC";3123;"haar";3;1276921,00263113;4;11
"94";NA;"LOC";3123;"haar";3;1165354,75535569;4;12
"95";NA;"LOC";3123;"haar";3;1157678,40413913;4;13
"96";NA;"LOC";3123;"haar";4;388638;3;1
