"";"seq";"variable";"pid";"coefficient";"level";"value";"revlevel";"sequence"
"1";NA;"LOC";481;"haar";1;80,6101730552664;6;1
"2";NA;"LOC";481;"haar";1;33,9411254969543;6;2
"3";NA;"LOC";481;"haar";1;470769,067497005;6;3
"4";NA;"LOC";481;"haar";1;948985,383613467;6;4
"5";NA;"LOC";481;"haar";1;1055427,58159904;6;5
"6";NA;"LOC";481;"haar";1;1184589,12046414;6;6
"7";NA;"LOC";481;"haar";1;1233277,66498952;6;7
"8";NA;"LOC";481;"haar";1;1294357,54874841;6;8
"9";NA;"LOC";481;"haar";1;1377658,97021288;6;9
"10";NA;"LOC";481;"haar";1;1413015,72348577;6;10
"11";NA;"LOC";481;"haar";1;1452248,83613312;6;11
"12";NA;"LOC";481;"haar";1;1504156,13072646;6;12
"13";NA;"LOC";481;"haar";1;1535579,95608239;6;13
"14";NA;"LOC";481;"haar";1;1532587,48018441;6;14
"15";NA;"LOC";481;"haar";1;1539686,83226752;6;15
"16";NA;"LOC";481;"haar";1;1545029,73110617;6;16
"17";NA;"LOC";481;"haar";1;1570820,74384317;6;17
"18";NA;"LOC";481;"haar";1;1622687,0262432;6;18
"19";NA;"LOC";481;"haar";1;1651114,13306046;6;19
"20";NA;"LOC";481;"haar";1;1664302,38163637;6;20
"21";NA;"LOC";481;"haar";1;1681902,26942011;6;21
"22";NA;"LOC";481;"haar";1;1708525,54683856;6;22
"23";NA;"LOC";481;"haar";1;1729229,6333917;6;23
"24";NA;"LOC";481;"haar";1;1763152,37411235;6;24
"25";NA;"LOC";481;"haar";1;1785570,48750308;6;25
"26";NA;"LOC";481;"haar";1;1806756,82088099;6;26
"27";NA;"LOC";481;"haar";1;1829583,64199126;6;27
"28";NA;"LOC";481;"haar";1;1873427,09085195;6;28
"29";NA;"LOC";481;"haar";1;1920448,98469407;6;29
"30";NA;"LOC";481;"haar";1;1941857,34960128;6;30
"31";NA;"LOC";481;"haar";1;1963891,50400983;6;31
"32";NA;"LOC";481;"haar";1;1982702,66570974;6;32
"33";NA;"LOC";481;"haar";1;2016196,1926142;6;33
"34";NA;"LOC";481;"haar";1;2035335,45186058;6;34
"35";NA;"LOC";481;"haar";2;81;5;1
"36";NA;"LOC";481;"haar";2;1003918;5;2
"37";NA;"LOC";481;"haar";2;1583931;5;3
"38";NA;"LOC";481;"haar";2;1787308;5;4
"39";NA;"LOC";481;"haar";2;1973305;5;5
"40";NA;"LOC";481;"haar";2;2090494;5;6
"41";NA;"LOC";481;"haar";2;2169522;5;7
"42";NA;"LOC";481;"haar";2;2181224;5;8
"43";NA;"LOC";481;"haar";2;2258151;5;9
"44";NA;"LOC";481;"haar";2;2344353,5;5;10
"45";NA;"LOC";481;"haar";2;2397394,5;5;11
"46";NA;"LOC";481;"haar";2;2469487;5;12
"47";NA;"LOC";481;"haar";2;2540159;5;13
"48";NA;"LOC";481;"haar";2;2618424;5;14
"49";NA;"LOC";481;"haar";2;2731063;5;15
"50";NA;"LOC";481;"haar";2;2790663,5;5;16
"51";NA;"LOC";481;"haar";2;2864865,5;5;17
"52";NA;"LOC";481;"haar";3;1829885,57658683;4;1
"53";NA;"LOC";481;"haar";3;2659154,95371829;4;2
"54";NA;"LOC";481;"haar";3;3012286,20156319;4;3
"55";NA;"LOC";481;"haar";3;3139112,16673003;4;4
"56";NA;"LOC";481;"haar";3;3352922,16547775;4;5
"57";NA;"LOC";481;"haar";3;3542354,65794406;4;6
"58";NA;"LOC";481;"haar";3;3782658,53356928;4;7
"59";NA;"LOC";481;"haar";3;3999062,90709717;4;8
"60";NA;"LOC";481;"haar";4;3174231;3;1
"61";NA;"LOC";481;"haar";4;4349695,5;3;2
"62";NA;"LOC";481;"haar";4;4875697;3;3
"63";NA;"LOC";481;"haar";4;5502508;3;4
